feature,coefficient,direction,model_name,representation
vegetable oil,-0.28925,negative,tfidf_phrase_lr,title_plus_keyword_windows
export ban,-0.28911,negative,tfidf_phrase_lr,title_plus_keyword_windows
cent,-0.28884,negative,tfidf_phrase_lr,title_plus_keyword_windows
cooking oil,-0.28518,negative,tfidf_phrase_lr,title_plus_keyword_windows
industry,-0.28444,negative,tfidf_phrase_lr,title_plus_keyword_windows
crude palm,-0.28391,negative,tfidf_phrase_lr,title_plus_keyword_windows
per cent,-0.28324,negative,tfidf_phrase_lr,title_plus_keyword_windows
crude palm oil,-0.27819,negative,tfidf_phrase_lr,title_plus_keyword_windows
adulterated,1.36717,positive,tfidf_phrase_svm,title_only
found,0.9095,positive,tfidf_phrase_svm,title_only
adulteration,0.90257,positive,tfidf_phrase_svm,title_only
seizes,0.75299,positive,tfidf_phrase_svm,title_only
loose,0.72441,positive,tfidf_phrase_svm,title_only
coconut,0.67187,positive,tfidf_phrase_svm,title_only
spurious,0.67158,positive,tfidf_phrase_svm,title_only
fake,0.6432,positive,tfidf_phrase_svm,title_only
coconut oil,0.62663,positive,tfidf_phrase_svm,title_only
substandard,0.61671,positive,tfidf_phrase_svm,title_only
hyderabad,0.56285,positive,tfidf_phrase_svm,title_only
the,0.5566,positive,tfidf_phrase_svm,title_only
adulterated cooking oil,0.53703,positive,tfidf_phrase_svm,title_only
adulterated cooking,0.53703,positive,tfidf_phrase_svm,title_only
found in,0.5182,positive,tfidf_phrase_svm,title_only
food,0.51754,positive,tfidf_phrase_svm,title_only
cases,0.49965,positive,tfidf_phrase_svm,title_only
food adulteration,0.49517,positive,tfidf_phrase_svm,title_only
fraud,0.49089,positive,tfidf_phrase_svm,title_only
items,0.47508,positive,tfidf_phrase_svm,title_only
busts,0.46435,positive,tfidf_phrase_svm,title_only
edible oil samples,0.46171,positive,tfidf_phrase_svm,title_only
oil samples,0.46171,positive,tfidf_phrase_svm,title_only
tins,0.46021,positive,tfidf_phrase_svm,title_only
nandurbar,0.45734,positive,tfidf_phrase_svm,title_only
ahead of,0.43905,positive,tfidf_phrase_svm,title_only
be,0.43417,positive,tfidf_phrase_svm,title_only
on oil,0.4301,positive,tfidf_phrase_svm,title_only
50,0.42611,positive,tfidf_phrase_svm,title_only
of,0.41393,positive,tfidf_phrase_svm,title_only
palm oil,-0.75608,negative,tfidf_phrase_svm,title_only
palm,-0.70925,negative,tfidf_phrase_svm,title_only
ban,-0.65063,negative,tfidf_phrase_svm,title_only
as,-0.58027,negative,tfidf_phrase_svm,title_only
worth rs,-0.54784,negative,tfidf_phrase_svm,title_only
ludhiana,-0.53093,negative,tfidf_phrase_svm,title_only
oil worth rs,-0.52863,negative,tfidf_phrase_svm,title_only
is,-0.52689,negative,tfidf_phrase_svm,title_only
more,-0.50226,negative,tfidf_phrase_svm,title_only
indonesia,-0.46313,negative,tfidf_phrase_svm,title_only
export,-0.44255,negative,tfidf_phrase_svm,title_only
vijayawada news times,-0.43657,negative,tfidf_phrase_svm,title_only
of edible oil,-0.4298,negative,tfidf_phrase_svm,title_only
to,-0.42311,negative,tfidf_phrase_svm,title_only
fire,-0.41257,negative,tfidf_phrase_svm,title_only
issues,-0.41086,negative,tfidf_phrase_svm,title_only
arrested,-0.40412,negative,tfidf_phrase_svm,title_only
cooking,-0.39666,negative,tfidf_phrase_svm,title_only
cooking oil,-0.39282,negative,tfidf_phrase_svm,title_only
with,-0.38978,negative,tfidf_phrase_svm,title_only
vegetable,-0.38661,negative,tfidf_phrase_svm,title_only
vegetable oil,-0.38661,negative,tfidf_phrase_svm,title_only
diesel,-0.38298,negative,tfidf_phrase_svm,title_only
pradesh,-0.38134,negative,tfidf_phrase_svm,title_only
cheese,-0.38104,negative,tfidf_phrase_svm,title_only
imported,-0.37384,negative,tfidf_phrase_svm,title_only
ahmedabad,-0.37314,negative,tfidf_phrase_svm,title_only
adulterated oil seized,-0.3662,negative,tfidf_phrase_svm,title_only
use of,-0.35669,negative,tfidf_phrase_svm,title_only
for,-0.35386,negative,tfidf_phrase_svm,title_only
adulterated,0.81673,positive,tfidf_phrase_svm,body_only
adulteration,0.71584,positive,tfidf_phrase_svm,body_only
fake,0.48357,positive,tfidf_phrase_svm,body_only
samples,0.48125,positive,tfidf_phrase_svm,body_only
substandard,0.45605,positive,tfidf_phrase_svm,body_only
quality,0.45556,positive,tfidf_phrase_svm,body_only
coconut oil,0.44645,positive,tfidf_phrase_svm,body_only
collected,0.44085,positive,tfidf_phrase_svm,body_only
seized,0.43837,positive,tfidf_phrase_svm,body_only
coconut,0.43586,positive,tfidf_phrase_svm,body_only
items,0.43255,positive,tfidf_phrase_svm,body_only
being,0.43246,positive,tfidf_phrase_svm,body_only
testing,0.39904,positive,tfidf_phrase_svm,body_only
food safety,0.38263,positive,tfidf_phrase_svm,body_only
were,0.38172,positive,tfidf_phrase_svm,body_only
sold,0.38159,positive,tfidf_phrase_svm,body_only
found,0.36003,positive,tfidf_phrase_svm,body_only
of adulterated,0.358,positive,tfidf_phrase_svm,body_only
safety,0.33163,positive,tfidf_phrase_svm,body_only
food,0.32003,positive,tfidf_phrase_svm,body_only
brand,0.32002,positive,tfidf_phrase_svm,body_only
the oil,0.3175,positive,tfidf_phrase_svm,body_only
sale,0.31035,positive,tfidf_phrase_svm,body_only
samples of,0.30992,positive,tfidf_phrase_svm,body_only
litres of,0.30279,positive,tfidf_phrase_svm,body_only
sale of,0.29474,positive,tfidf_phrase_svm,body_only
were seized,0.29181,positive,tfidf_phrase_svm,body_only
fsda,0.28948,positive,tfidf_phrase_svm,body_only
adulterated edible,0.27158,positive,tfidf_phrase_svm,body_only
loose,0.26605,positive,tfidf_phrase_svm,body_only
palm oil,-0.29253,negative,tfidf_phrase_svm,body_only
ban,-0.28457,negative,tfidf_phrase_svm,body_only
of palm,-0.27542,negative,tfidf_phrase_svm,body_only
prices,-0.26798,negative,tfidf_phrase_svm,body_only
palm,-0.26738,negative,tfidf_phrase_svm,body_only
of palm oil,-0.26517,negative,tfidf_phrase_svm,body_only
indonesia,-0.25889,negative,tfidf_phrase_svm,body_only
fire,-0.25229,negative,tfidf_phrase_svm,body_only
cooking,-0.24887,negative,tfidf_phrase_svm,body_only
imports,-0.22611,negative,tfidf_phrase_svm,body_only
import,-0.21758,negative,tfidf_phrase_svm,body_only
tonnes,-0.21696,negative,tfidf_phrase_svm,body_only
used cooking oil,-0.215,negative,tfidf_phrase_svm,body_only
domestic,-0.21155,negative,tfidf_phrase_svm,body_only
there,-0.21122,negative,tfidf_phrase_svm,body_only
cooking oil,-0.21002,negative,tfidf_phrase_svm,body_only
arrested,-0.20986,negative,tfidf_phrase_svm,body_only
per,-0.20741,negative,tfidf_phrase_svm,body_only
without,-0.2023,negative,tfidf_phrase_svm,body_only
tax,-0.20151,negative,tfidf_phrase_svm,body_only
has,-0.19968,negative,tfidf_phrase_svm,body_only
used cooking,-0.19781,negative,tfidf_phrase_svm,body_only
industry,-0.19736,negative,tfidf_phrase_svm,body_only
exports,-0.19586,negative,tfidf_phrase_svm,body_only
however,-0.19123,negative,tfidf_phrase_svm,body_only
imported,-0.1813,negative,tfidf_phrase_svm,body_only
export,-0.17767,negative,tfidf_phrase_svm,body_only
heart,-0.17555,negative,tfidf_phrase_svm,body_only
in the,-0.17501,negative,tfidf_phrase_svm,body_only
ukraine,-0.17449,negative,tfidf_phrase_svm,body_only
adulterated,0.86952,positive,tfidf_phrase_svm,title_plus_body
adulteration,0.74893,positive,tfidf_phrase_svm,title_plus_body
fake,0.52649,positive,tfidf_phrase_svm,title_plus_body
samples,0.4688,positive,tfidf_phrase_svm,title_plus_body
coconut oil,0.46801,positive,tfidf_phrase_svm,title_plus_body
coconut,0.46031,positive,tfidf_phrase_svm,title_plus_body
substandard,0.46015,positive,tfidf_phrase_svm,title_plus_body
items,0.43872,positive,tfidf_phrase_svm,title_plus_body
collected,0.42627,positive,tfidf_phrase_svm,title_plus_body
quality,0.42199,positive,tfidf_phrase_svm,title_plus_body
being,0.4107,positive,tfidf_phrase_svm,title_plus_body
found,0.41005,positive,tfidf_phrase_svm,title_plus_body
testing,0.38687,positive,tfidf_phrase_svm,title_plus_body
of adulterated,0.38679,positive,tfidf_phrase_svm,title_plus_body
sold,0.37405,positive,tfidf_phrase_svm,title_plus_body
were,0.37034,positive,tfidf_phrase_svm,title_plus_body
seized,0.35294,positive,tfidf_phrase_svm,title_plus_body
food safety,0.35034,positive,tfidf_phrase_svm,title_plus_body
litres of,0.33194,positive,tfidf_phrase_svm,title_plus_body
sale,0.32466,positive,tfidf_phrase_svm,title_plus_body
brand,0.31652,positive,tfidf_phrase_svm,title_plus_body
safety,0.30892,positive,tfidf_phrase_svm,title_plus_body
litres,0.30564,positive,tfidf_phrase_svm,title_plus_body
sale of,0.30518,positive,tfidf_phrase_svm,title_plus_body
samples of,0.30373,positive,tfidf_phrase_svm,title_plus_body
food,0.30357,positive,tfidf_phrase_svm,title_plus_body
the oil,0.3034,positive,tfidf_phrase_svm,title_plus_body
fsda,0.30021,positive,tfidf_phrase_svm,title_plus_body
loose,0.29432,positive,tfidf_phrase_svm,title_plus_body
were seized,0.28816,positive,tfidf_phrase_svm,title_plus_body
ban,-0.32329,negative,tfidf_phrase_svm,title_plus_body
palm oil,-0.31,negative,tfidf_phrase_svm,title_plus_body
palm,-0.27802,negative,tfidf_phrase_svm,title_plus_body
indonesia,-0.26968,negative,tfidf_phrase_svm,title_plus_body
of palm,-0.26613,negative,tfidf_phrase_svm,title_plus_body
prices,-0.2621,negative,tfidf_phrase_svm,title_plus_body
cooking,-0.25769,negative,tfidf_phrase_svm,title_plus_body
arrested,-0.25712,negative,tfidf_phrase_svm,title_plus_body
of palm oil,-0.25697,negative,tfidf_phrase_svm,title_plus_body
fire,-0.24902,negative,tfidf_phrase_svm,title_plus_body
used cooking oil,-0.22954,negative,tfidf_phrase_svm,title_plus_body
tonnes,-0.22954,negative,tfidf_phrase_svm,title_plus_body
imports,-0.22842,negative,tfidf_phrase_svm,title_plus_body
import,-0.22667,negative,tfidf_phrase_svm,title_plus_body
cooking oil,-0.22294,negative,tfidf_phrase_svm,title_plus_body
used cooking,-0.21169,negative,tfidf_phrase_svm,title_plus_body
domestic,-0.2049,negative,tfidf_phrase_svm,title_plus_body
per,-0.20097,negative,tfidf_phrase_svm,title_plus_body
there,-0.20058,negative,tfidf_phrase_svm,title_plus_body
export,-0.20021,negative,tfidf_phrase_svm,title_plus_body
tax,-0.19984,negative,tfidf_phrase_svm,title_plus_body
exports,-0.19692,negative,tfidf_phrase_svm,title_plus_body
imported,-0.19688,negative,tfidf_phrase_svm,title_plus_body
of cooking,-0.19669,negative,tfidf_phrase_svm,title_plus_body
without,-0.19638,negative,tfidf_phrase_svm,title_plus_body
has,-0.19351,negative,tfidf_phrase_svm,title_plus_body
industry,-0.19174,negative,tfidf_phrase_svm,title_plus_body
used,-0.18408,negative,tfidf_phrase_svm,title_plus_body
however,-0.18379,negative,tfidf_phrase_svm,title_plus_body
diesel,-0.17898,negative,tfidf_phrase_svm,title_plus_body
adulterated,0.91126,positive,tfidf_phrase_svm,title_plus_keyword_windows
adulteration,0.76026,positive,tfidf_phrase_svm,title_plus_keyword_windows
fake,0.54734,positive,tfidf_phrase_svm,title_plus_keyword_windows
samples,0.52025,positive,tfidf_phrase_svm,title_plus_keyword_windows
coconut oil,0.48578,positive,tfidf_phrase_svm,title_plus_keyword_windows
substandard,0.47182,positive,tfidf_phrase_svm,title_plus_keyword_windows
coconut,0.46642,positive,tfidf_phrase_svm,title_plus_keyword_windows
found,0.4391,positive,tfidf_phrase_svm,title_plus_keyword_windows
quality,0.42565,positive,tfidf_phrase_svm,title_plus_keyword_windows
being,0.42222,positive,tfidf_phrase_svm,title_plus_keyword_windows
collected,0.42042,positive,tfidf_phrase_svm,title_plus_keyword_windows
of adulterated,0.41721,positive,tfidf_phrase_svm,title_plus_keyword_windows
were,0.413,positive,tfidf_phrase_svm,title_plus_keyword_windows
items,0.40528,positive,tfidf_phrase_svm,title_plus_keyword_windows
seized,0.37111,positive,tfidf_phrase_svm,title_plus_keyword_windows
testing,0.35751,positive,tfidf_phrase_svm,title_plus_keyword_windows
food safety,0.35233,positive,tfidf_phrase_svm,title_plus_keyword_windows
adulterated edible,0.34791,positive,tfidf_phrase_svm,title_plus_keyword_windows
sold,0.33242,positive,tfidf_phrase_svm,title_plus_keyword_windows
adulteration of,0.32967,positive,tfidf_phrase_svm,title_plus_keyword_windows
samples of,0.32823,positive,tfidf_phrase_svm,title_plus_keyword_windows
sale,0.32199,positive,tfidf_phrase_svm,title_plus_keyword_windows
food,0.31613,positive,tfidf_phrase_svm,title_plus_keyword_windows
safety,0.31359,positive,tfidf_phrase_svm,title_plus_keyword_windows
of oil,0.31113,positive,tfidf_phrase_svm,title_plus_keyword_windows
packaging,0.30426,positive,tfidf_phrase_svm,title_plus_keyword_windows
sale of,0.30156,positive,tfidf_phrase_svm,title_plus_keyword_windows
were seized,0.29663,positive,tfidf_phrase_svm,title_plus_keyword_windows
fsda,0.29661,positive,tfidf_phrase_svm,title_plus_keyword_windows
brand,0.29393,positive,tfidf_phrase_svm,title_plus_keyword_windows
ban,-0.34698,negative,tfidf_phrase_svm,title_plus_keyword_windows
palm oil,-0.32388,negative,tfidf_phrase_svm,title_plus_keyword_windows
fire,-0.2974,negative,tfidf_phrase_svm,title_plus_keyword_windows
palm,-0.28738,negative,tfidf_phrase_svm,title_plus_keyword_windows
indonesia,-0.27441,negative,tfidf_phrase_svm,title_plus_keyword_windows
of palm,-0.27334,negative,tfidf_phrase_svm,title_plus_keyword_windows
of palm oil,-0.26371,negative,tfidf_phrase_svm,title_plus_keyword_windows
used cooking oil,-0.25057,negative,tfidf_phrase_svm,title_plus_keyword_windows
cooking,-0.24487,negative,tfidf_phrase_svm,title_plus_keyword_windows
used,-0.23445,negative,tfidf_phrase_svm,title_plus_keyword_windows
prices,-0.234,negative,tfidf_phrase_svm,title_plus_keyword_windows
used cooking,-0.23259,negative,tfidf_phrase_svm,title_plus_keyword_windows
import,-0.23054,negative,tfidf_phrase_svm,title_plus_keyword_windows
cooking oil,-0.22771,negative,tfidf_phrase_svm,title_plus_keyword_windows
imports,-0.22554,negative,tfidf_phrase_svm,title_plus_keyword_windows
arrested,-0.22162,negative,tfidf_phrase_svm,title_plus_keyword_windows
per,-0.2185,negative,tfidf_phrase_svm,title_plus_keyword_windows
of cooking,-0.21683,negative,tfidf_phrase_svm,title_plus_keyword_windows
ban on,-0.21299,negative,tfidf_phrase_svm,title_plus_keyword_windows
tonnes,-0.20771,negative,tfidf_phrase_svm,title_plus_keyword_windows
export,-0.20723,negative,tfidf_phrase_svm,title_plus_keyword_windows
of cooking oil,-0.20607,negative,tfidf_phrase_svm,title_plus_keyword_windows
stolen,-0.20424,negative,tfidf_phrase_svm,title_plus_keyword_windows
imported,-0.20137,negative,tfidf_phrase_svm,title_plus_keyword_windows
domestic,-0.19958,negative,tfidf_phrase_svm,title_plus_keyword_windows
vegetable oil,-0.19862,negative,tfidf_phrase_svm,title_plus_keyword_windows
exports,-0.19643,negative,tfidf_phrase_svm,title_plus_keyword_windows
vegetable,-0.19519,negative,tfidf_phrase_svm,title_plus_keyword_windows
tax,-0.19115,negative,tfidf_phrase_svm,title_plus_keyword_windows
world,-0.18226,negative,tfidf_phrase_svm,title_plus_keyword_windows
