article_id,title,source,date,url,file_path,query_family,query_id,rule_candidate,oil_role,final_label,confidence,reason,evidence_phrase,edible_oil_terms,adulteration_action_terms,negative_terms,llm_label,llm_confidence,llm_reason,llm_model,query_used,crawl_priority
272,Adulterated mustard oil seized in Ghaziabad: How to check oil purity at home,indiatimes.com,2025-06-11,https://timesofindia.indiatimes.com/life-style/food-news/adulterated-mustard-oil-seized-in-ghaziabad-how-to-check-oil-purity-at-home/articleshow/121774827.cms,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Adulterated mustard oil seized in Ghaziabad: How to check oil purity at home https://timesofindia.indiatimes.com/life-style/food-n,mustard oil,adulterated; seized,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3009,"Amid Widespread Adulteration in Mustard Oil, Anjali Gold Passes Government Lab Test with Highest Purity Score",thehansindia.com,2025-04-29,https://www.thehansindia.com/news/business/amid-widespread-adulteration-in-mustard-oilanjali-gold-passes-government-lab-test-with-highest-purity-score-966687,,title_only,title_named_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Amid Widespread Adulteration in Mustard Oil, Anjali Gold Passes Government Lab Test with Highest Purity Score https://www.thehansindia.com/news",mustard oil,adulteration; lab test,,,,,,"((article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:adulterat* OR article_title:contaminat* OR article_title:misbrand* OR article_title:substandard OR article_title:spurious OR article_title:fake OR article_title:counterfeit OR article_title:rancid OR article_title:""reused oil"" OR article_title:""recycled oil"" OR article_title:""unsafe oil"" OR article_title:""unsafe cooking oil"" OR article_title:""unsafe edible oil"" OR article_title:""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
294,AMC seizes 105 tins of suspicious cooking oil from Behrampura,indiatimes.com,2025-04-26,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,AMC seizes 105 tins of suspicious cooking oil from Behrampura https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,cooking oil,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3067,Health dept seizes 352 boxes of refined oil after 6 hospitalised,hindustantimes.com,2025-04-22,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,,title_only,title_oils_enforcement,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Health dept seizes 352 boxes of refined oil after 6 hospitalised https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,refined oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high
1577,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow",hindustantimes.com,2025-03-12,https://www.hindustantimes.com/cities/lucknow-news/crackdown-on-food-adulteration-112-kg-rice-bran-oil-destroyed-substandard-sauces-seized-in-lucknow-101741721802362.html,,boolean,boolean_named_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow https://www.hindustantimes.com/cities/lucknow-news/crackdown-on-food-adulteration-112-kg",rice bran oil,adulteration; substandard; seized; crackdown,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
2973,"Unsafe cooking oil, food items disposed of",indiatimes.com,2025-03-04,https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,,title_only,title_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Unsafe cooking oil, food items disposed of https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms",cooking oil,unsafe,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"") AND (article_title:adulterat* OR article_title:contaminat* OR article_title:misbrand* OR article_title:substandard OR article_title:spurious OR article_title:fake OR article_title:counterfeit OR article_title:rancid OR article_title:""reused oil"" OR article_title:""recycled oil"" OR article_title:""unsafe oil"" OR article_title:""unsafe cooking oil"" OR article_title:""unsafe edible oil"" OR article_title:""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
428,Punjab & Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration,hindustantimes.com,2024-12-15,https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Punjab & Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-ther,cooking oil,adulteration,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
1724,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration,indiatimes.com,2024-12-15,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,,boolean,boolean_named_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mu,mustard oil,adulteration,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
438,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs",indiatimes.com,2024-12-10,https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-ma",cooking oil,spurious,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
1752,"Food Safety Alert: Substandard Golgappa Water, Coffee, And Misbranded Mustard Oil In Una",ndtv.com,2024-11-21,https://food.ndtv.com/news/samples-of-golgappa-water-coffee-found-substandard-mustard-oil-mis-branded-in-himachals-una-7069957,,boolean,boolean_named_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Food Safety Alert: Substandard Golgappa Water, Coffee, And Misbranded Mustard Oil In Una https://food.ndtv.com/news/samples-of-golgappa-water-coffee-found-substandard-mustard-oil-mis-branded-in-himachals-una-7069957",mustard oil,misbranded; substandard; food safety,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3138,"FSSAI seizes 1,780 litres of reheated cooking oil, 306 kg of sweets for excessive use of colourants in Coimbatore",thehindu.com,2024-10-29,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-1780-litres-of-reheated-cooking-oil-306-kg-of-sweets-for-excessive-use-of-colourants-in-coimbatore/article68810578.ece,,title_only,title_oils_enforcement,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"FSSAI seizes 1,780 litres of reheated cooking oil, 306 kg of sweets for excessive use of colourants in Coimbatore https://www.thehindu.com/news/citie",cooking oil,FSSAI,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high
1797,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,hindustantimes.com,2024-10-14,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,,boolean,boolean_named_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report https://www.hindustantimes.com/cities/chandigarh-news/adult,mustard oil,adulterated,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
501,Hyderabad: Unsafe oil seized from Burger King,deccanchronicle.com,2024-10-01,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Hyderabad: Unsafe oil seized from Burger King https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-sa,,unsafe; seized,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
505,FSSAI initiative shows uptick in used cooking oil collection in Kerala,newindianexpress.com,2024-09-25,https://www.newindianexpress.com/states/kerala/2024/Sep/25/fssai-initiative-shows-uptick-in-used-cooking-oil-collection-in-kerala,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,FSSAI initiative shows uptick in used cooking oil collection in Kerala https://www.newindianexpress.com/states/kerala/2024/Sep/25/fssai-ini,cooking oil,FSSAI,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3410,Vigilance raids continue on hoarders of edible oils,thehansindia.com,2024-09-19,https://www.thehansindia.com/andhra-pradesh/vigilance-raids-continue-on-hoarders-of-edible-oils-908026,,proximity,proximity_edible_oil_seized,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Vigilance raids continue on hoarders of edible oils https://www.thehansindia.com/andhra-pradesh/vigilance-raids-continue-on-hoarders-of-edible-oils-908026,,,,,,,,"(""edible oil seized""~10 AND language:en) AND NOT (ghee OR vanaspati)",high
509,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge,indiatimes.com,2024-09-18,https://timesofindia.indiatimes.com/city/vijayawada/vigilance-raids-target-illegal-edible-oil-hoarding-amid-festival-price-surge/articleshow/113467007.cms,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge https://timesofindia.indiatimes.com/city/vijayawada/vigilance-ra,edible oil,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3154,"Assam: Guwahati Police Seized Palm Oil-Laden Truck, 3 Thieves Arrested",sentinelassam.com,2024-09-02,https://www.sentinelassam.com/cities/guwahati-city/assam-guwahati-police-seized-palm-oil-laden-truck-3-thieves-arrested,,title_only,title_oils_enforcement,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Assam: Guwahati Police Seized Palm Oil-Laden Truck, 3 Thieves Arrested https://www.sentinelassam.com/cities/guwahati-city/assam-guwahati-p",palm oil,seized,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high
635,What is the cooking oil contamination scandal in China? Here's all you need to know,indiatimes.com,2024-07-12,https://economictimes.indiatimes.com/news/international/us/what-is-the-cooking-oil-contamination-scandal-in-china-heres-all-you-need-to-know/articleshow/111669695.cms,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,What is the cooking oil contamination scandal in China? Here's all you need to know https://economictimes.indiatimes.com/news/internation,cooking oil,contamination,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
638,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report",indiatimes.com,2024-07-10,https://timesofindia.indiatimes.com/world/china/food-safety-scandal-fuel-tanker-trucks-used-to-transport-cooking-oil-in-china-suggests-report/articleshow/111628414.cms,,boolean,boolean_core_oils_fraud,True,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report https://timesofindia.indiatimes.com/world/china/food-safety-sca",cooking oil,food safety,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3180,FSSAI issues notices to 55 edible oil manufacturers,indiatimes.com,2024-07-09,https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-55-edible-oil-manufacturers/articleshow/111591411.cms,,title_only,title_oils_enforcement,True,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,FSSAI issues notices to 55 edible oil manufacturers https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-,edible oil,FSSAI,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high
2985,"From the pages of The Hindu, July 4, 1974: Edible oil adulterated with used motor oil",thehindu.com,2024-07-04,https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edible-oil-adulterated-with-used-motor-oil/article68364441.ece,,title_only,title_core_oils_fraud,True,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"From the pages of The Hindu, July 4, 1974: Edible oil adulterated with used motor oil https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edibl",edible oil,adulterated,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"") AND (article_title:adulterat* OR article_title:contaminat* OR article_title:misbrand* OR article_title:substandard OR article_title:spurious OR article_title:fake OR article_title:counterfeit OR article_title:rancid OR article_title:""reused oil"" OR article_title:""recycled oil"" OR article_title:""unsafe oil"" OR article_title:""unsafe cooking oil"" OR article_title:""unsafe edible oil"" OR article_title:""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high
3181,"US FDA to ban use of brominated vegetable oil in food, soda",indianexpress.com,2024-07-03,https://indianexpress.com/article/world/us-fda-to-ban-use-of-brominated-vegetable-oil-in-food-soda-9429422/,,title_only,title_oils_enforcement,True,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,"US FDA to ban use of brominated vegetable oil in food, soda https://indianexpress.com/article/world/us-fda-to-ban-use-of-brominated-veg",vegetable oil,FDA,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high
3182,Explained: Why consumption of mustard oil is banned in the US and Europe,indiatimes.com,2024-06-28,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,,title_only,title_oils_enforcement,True,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,Explained: Why consumption of mustard oil is banned in the US and Europe https://timesofindia.indiatimes.com/life-style/food-news/e,mustard oil,banned,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high
