article_id,title,source,date,url,food_category,qwen_model_label,qwen_validation_confidence,event_count,claim_statuses,food_items,adulterants,issue_types,locations,regulatory_actions,classifier_label,classifier_score,classifier_model,accepted_triplet_count,schema_gap_count,unresolved_triplet_count,rejected_triplet_count,qwen_completed_at
oil-05aa031a4b58524e,"Fake oil found in Bihar, here's how to spot it.",indiatoday.in,2025-03-25,https://www.indiatoday.in/newsmo/video/fake-oil-found-in-bihar-heres-how-to-spot-it-2698982-2025-03-25?utm_source=rss,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,counterfeit | substandard,"Rohtas district, Bihar, India",seizure,irrelevant,0.067321759216214,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,0,1,2026-07-28T18:41:44Z
oil-f9ab44d774810d93,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow",hindustantimes.com,2025-03-12,https://www.hindustantimes.com/cities/lucknow-news/crackdown-on-food-adulteration-112-kg-rice-bran-oil-destroyed-substandard-sauces-seized-in-lucknow-101741721802362.html,Edible Oil,relevant_event,0.95,1,alleged,rice bran oil,,substandard | unsafe_food,"Lucknow, Uttar Pradesh, India",seizure | destruction,relevant,0.8627560311883874,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,15,15,2026-07-29T22:38:28Z
oil-c84820229ce8af05,Shop owner held for selling expired edible oils with tampered labels,siasat.com,2025-03-12,https://www.siasat.com/shop-owner-held-for-selling-expired-edible-oils-with-tampered-labels-3193611/,Edible Oil,relevant_event,0.95,1,alleged,edible oil | Fresh Heart brand oil,,substandard | mislabeling | counterfeit,"Hyderabad, Telangana, India",arrest | seizure | legal action,relevant,0.6596,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,4,4,2026-07-29T16:01:19Z
oil-5847641c3b5b8b8f,"Edible oil racket busted, 1 arrested in joint drive",thehansindia.com,2025-03-12,https://www.thehansindia.com/telangana/edible-oil-racket-busted-1-arrested-in-joint-drive-953178,Edible Oil,relevant_event,0.95,1,alleged,edible oil,,mislabeling | substandard | unsafe_food,"Hyderabad, Telangana, India",raid | arrest | seizure,irrelevant,0.4952726051913269,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,5,4,2026-07-29T03:26:49Z
oil-156fd0980ec51fe6,Shop owner held for selling expired edible oils with tampered labels in Hyderabad,etemaaddaily.com,2025-03-12,https://www.en.etemaaddaily.com/world/hyderabad/shop-owner-held-for-selling-expired-edible-oils-with-tampered-labels-in-hyderabad:171904,Edible Oil,relevant_event,0.95,1,alleged,edible oil,,substandard | mislabeling,"Hyderabad, Telangana, India",arrest,irrelevant,0.3034,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,1,2,2026-07-28T21:19:27Z
oil-0536bbfbc5745875,Shop owner arrested for selling expired edible oils,thehindu.com,2025-03-11,https://www.thehindu.com/news/national/telangana/shop-owner-arrested-for-selling-expired-edible-oils/article69317546.ece,Edible Oil,relevant_event,0.95,1,alleged,edible oil | Fresh Heart brand oil,,substandard | mislabeling,"Hyderabad, Telangana, India",arrest | seizure,relevant,0.6027,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,5,3,2026-07-28T18:38:26Z
oil-86a403aef71f924e,"2,300kg of spurious paneer seized",indiatimes.com,2025-03-06,https://timesofindia.indiatimes.com/city/ahmedabad/2300kg-of-spurious-paneer-seized/articleshow/118742649.cms,Edible Oil,unclear,0.85,1,suspected,cottonseed oil,,adulteration | substandard,"Kadi, Mehsana, Gujarat, India",seizure | investigation,,,,0,0,2,8,2026-07-29T08:41:08Z
oil-2a83d0762b1ee1b8,"Fake oil, other items worth Rs8.5 lakh seized | Nagpur News - The Times of India",indiatimes.com,2025-02-16,https://timesofindia.indiatimes.com/city/nagpur/fake-oil-other-items-worth-rs8-5-lakh-seized/articleshow/118285152.cms,Edible Oil,relevant_event,0.95,1,suspected,edible oil,local oil,counterfeit | substitution,"Nagpur, Maharashtra, India",raid | seizure | booking,relevant,0.6327850615796671,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,4,5,2026-07-28T23:10:01Z
oil-c3728ff063420cf8,Major crackdown on adulterated ghee and oil in Pokaran over 14000kg seized,timesofindia.indiatimes.com,2025-01-01,https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,Edible Oil,relevant_event,0.95,1,suspected,ghee | edible oil | palm oil | soybean oil | vanaspati,,adulteration,"Pokaran, Jaisalmer, Rajasthan, India",surprise raid | seizure | detention,,,,4,0,6,20,2026-07-29T15:11:10Z
oil-d7ec006e22e070de,Punjab &amp; Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration,hindustantimes.com,2024-12-15,https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,Edible Oil,unclear,0.85,1,suspected,cooking oil | miscible oil,miscible oil,adulteration,"Chandigarh, Punjab, India",Directive to Centre on lab expansion,relevant,0.6877170300506283,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,9,8,2026-07-29T18:22:45Z
oil-ca9b994ce2d3e502,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,indiatimes.com,2024-12-15,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,Edible Oil,relevant_event,0.85,1,suspected,mustard oil,other oils,adulteration | substitution,"Chandigarh, Punjab and Haryana, India",order to collect mustard oil samples for testing | directive to find central govt policy,relevant,0.7483593569424143,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,7,6,2026-07-29T16:21:14Z
oil-dc0f3e7d98c4f1b5,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs | Vadodara News - Times of India",indiatimes.com,2024-12-10,https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,Edible Oil,relevant_event,0.95,1,suspected,cooking oil | palm oil,palm oil,substitution | mislabeling | adulteration,"Dahod, Gujarat, India",seizure | detention,relevant,0.8624483698868526,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,7,9,2026-07-29T19:13:21Z
oil-2f0a177eecae442b,Investigation into Dropsy Deaths in Nabha: New Committee Formed to Probe Tainted Edible Oil | Chandigarh News - Times of India,indiatimes.com,2024-11-27,https://timesofindia.indiatimes.com/city/chandigarh/investigation-into-dropsy-deaths-in-nabha-new-committee-formed-to-probe-tainted-edible-oil/articleshow/115711329.cms,Edible Oil,relevant_event,0.95,1,lab_confirmed,edible oil | mustard oil,unfit edible oil,adulteration | substandard,"Nabha, Patiala, Punjab, India",advisory | committee formation,relevant,0.5135767479948466,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,5,3,2026-07-28T23:28:15Z
oil-b69aa408b924b9b4,"Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks",hindustantimes.com,2024-10-29,https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-370-kg-sweets-750-ltr-oil-seized-in-food-safety-checks-101730140849789.html,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,substandard | unsafe_food,"Noida, Gautam Budh Nagar, Uttar Pradesh, India",seizure,,,,1,0,4,12,2026-07-29T14:16:40Z
oil-a7080ed266c36f88,Health Crisis in Nabha: Urgent Advisory After Fatal Dropsy Cases,indiatimes.com,2024-10-15,https://timesofindia.indiatimes.com/city/chandigarh/health-crisis-in-nabha-urgent-advisory-after-fatal-dropsy-cases/articleshow/114230683.cms,Edible Oil,relevant_event,0.95,1,suspected,mustard oil,argemone,adulteration,"Nabha, Patiala, Punjab, India",advisory,relevant,0.8929,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,5,11,2026-07-29T12:59:12Z
oil-aca35e8b9bccaa60,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,hindustantimes.com,2024-10-14,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,Edible Oil,relevant_event,0.95,1,lab_confirmed,mustard oil,argemone mexicana seeds,adulteration | contamination,"Nabha, Patiala, Punjab, India",survey,relevant,0.7115505895110944,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",5,0,2,9,2026-07-29T13:22:48Z
oil-9087ba5d7aa31b77,‘3 Dropsy deaths’: Patiala health officials launch probe,hindustantimes.com,2024-10-10,https://www.hindustantimes.com/cities/chandigarh-news/3-dropsy-deaths-patiala-health-officials-launch-probe-101728500333054.html,Edible Oil,relevant_event,0.92,1,suspected,mustard oil,Argemone mexicana seed oil,adulteration | contamination,"Nabha, Patiala, Punjab, India",probe,relevant,0.8445,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,1,5,2026-07-29T10:24:15Z
oil-3667d1bf7abe81ff,"Inspection Conducted at Burger King Outlet in Malakpet,",deccanchronicle.com,2024-10-01,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,Edible Oil,relevant_event,0.95,1,unclear,palm oil,Total Polar Compound,substandard | contamination,"Hyderabad, Malakpet, Telangana, India",Seizure of 15 litres of cooking oil,irrelevant,0.2743342020610271,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,4,2,2026-07-29T00:57:59Z
oil-76b9943656157edc,"Poor quality oil found in kits distributed among tribes, fine of ₹7 lakh imposed on company",thehindu.com,2024-09-05,https://www.thehindu.com/news/national/kerala/poor-quality-oil-found-in-kits-distributed-among-tribes-fine-of-7-lakh-imposed-on-company/article68609646.ece,Edible Oil,relevant_event,0.95,1,alleged,coconut oil,,substandard | mislabeling | unsafe_food,"Thodupuzha, Idukki, Kerala, India",Fine of ₹7 lakh,,,,2,0,5,15,2026-07-29T07:01:22Z
oil-21d4880656b0c52f,FSSAI seizes 14000 litres of oil Kanpur festive season,healthandme.com,2024-09-01,https://www.healthandme.com/nutrition/kanpur-food-adulteration-fssai-seizes-14000l-of-oil-1320kg-rotten-dates-and-more-ahead-of-festive-season-article-153707864,Edible Oil,unclear,0.85,1,suspected,edible oil,,adulteration,"Kanpur, Uttar Pradesh, India",seizure,relevant,0.899515577163256,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,9,23,2026-07-28T22:34:36Z
oil-b434a85e1e9196d0,FDA Raid on 21 Food Establishments in Kanpur,indiatimes.com,2024-08-18,https://timesofindia.indiatimes.com/city/kanpur/fda-raid-on-21-food-establishments-in-kanpur/articleshow/112599302.cms,Edible Oil,relevant_event,0.92,1,suspected,mustard oil,,adulteration,"Kanpur, Uttar Pradesh, India",seizure | sample_collection,,,,0,0,1,19,2026-07-29T13:59:17Z
oil-fba2e5ff157abb74,"AMC seizes 180kg of âedible oilâ, seals 5 units",indiatimes.com,2024-07-28,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-180kg-of-edible-oil-seals-5-units/articleshow/112072084.cms,Edible Oil,unclear,0.95,1,suspected,edible oil,,substandard,"Ahmedabad, Gujarat, India",seizure | sealing,,,,0,0,4,6,2026-07-29T22:46:08Z
oil-06d5928124689ba0,Raid Conducted on Fast Food Centers and Hotels for Using Adulterated Oils,thehansindia.com,2024-07-11,https://www.thehansindia.com/andhra-pradesh/raid-conducted-on-fast-food-centers-and-hotels-for-using-adulterated-oils-891217,Edible Oil,relevant_event,0.95,1,suspected,adulterated oils,,adulteration,"Badwel, India",warning,irrelevant,0.3897,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,1,8,2026-07-28T19:11:57Z
oil-e1cd585e16b9635b,FSSAI issues notices to 55 edible oil manufacturers | Ahmedabad News - Times of India,indiatimes.com,2024-07-09,https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-55-edible-oil-manufacturers/articleshow/111591411.cms,Edible Oil,relevant_event,0.95,1,suspected,edible oil,reused tin containers,contamination | prohibited_additive,"Ahmedabad, Gujarat, India",Notice to 55 edible oil manufacturers,irrelevant,0.1197170671829318,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,1,7,2026-07-29T20:04:42Z
oil-846611108e27fafb,"From the pages of The Hindu, July 4, 1974: Edible oil adulterated with used motor oil",thehindu.com,2024-07-04,https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edible-oil-adulterated-with-used-motor-oil/article68364441.ece,Edible Oil,relevant_event,0.95,1,alleged,edible oil,used motor oil,adulteration,India,written to Ministry of Petroleum and Chemicals | referred to Monopolies and Restrictive Trade Practices Commission,relevant,0.7144802381536722,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,5,4,2026-07-29T08:23:31Z
oil-3bd1cf9862ff569d,Fake Edible Oil Ingredients: 6 harmful ingredients found in fake edible oil | - Times of India,indiatimes.com,2024-06-05,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,Edible Oil,relevant_event,0.95,1,alleged,edible oil,Argemone oil,adulteration | counterfeit | mislabeling,"Ajmer, Rajasthan, India",seizure,relevant,0.692216452573848,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",6,0,18,6,2026-07-29T01:21:10Z
oil-0d7b13a282f9b466,"Health News: Warning signs of diabetes seen in morning, how to identify fake cooking oil, laptop related health issues, common signs of vitamin A deficiency, and more | - The Times of India",indiatimes.com,2024-06-05,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/toi-health-news-morning-briefing-warning-signs-of-diabetes-seen-in-morning-how-to-identify-fake-cooking-oil-laptop-related-health-issues-common-signs-of-vitamin-a-deficiency-and-more/articleshow/110702015.cms,Edible Oil,relevant_event,0.95,1,suspected,cooking oil,fake cooking oil,counterfeit | adulteration,"Ajmer, Rajasthan, India",seizure,irrelevant,0.2901291950930987,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,0,1,2026-07-28T20:37:13Z
oil-63426d939d718e7f,How to identify fake cooking oil? (FSSAI recommended tips) - Times of India,indiatimes.com,2024-06-04,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/how-to-identify-fake-cooking-oil-fssai-recommended-tips/articleshow/110694766.cms,Edible Oil,relevant_event,0.95,1,suspected,cooking oil,,mislabeling | adulteration,"Ajmer, Rajasthan, India",seizure,relevant,0.8945202964035499,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,17,13,2026-07-29T04:44:36Z
oil-7b8839ea47991949,"Over 12,000 litre of âspuriousâ oil seized | Jaipur News - Times of India",indiatimes.com,2024-05-22,https://timesofindia.indiatimes.com/city/jaipur/over-12000-litre-of-spurious-oil-seized/articleshow/110316417.cms,Edible Oil,relevant_event,0.95,1,suspected,Ranthambore brand mustard oil,,substandard,"Jaipur, Rajasthan, India",seizure,relevant,0.8477581365529225,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,5,3,2026-07-29T07:37:20Z
oil-a0831d014f72baf3,2 fall ill after consuming McDonald’s cheese and Theobroma cake,indiatimes.com,2024-05-01,https://timesofindia.indiatimes.com/city/noida/2-fall-ill-after-consuming-mcdonalds-cheese-and-theobroma-cake/articleshow/109739869.cms,Edible Oil,unclear,0.85,1,suspected,palm oil,,substandard | contamination,"Noida, Gautam Buddha Nagar, Uttar Pradesh, India",,,,,3,0,3,14,2026-07-29T12:08:50Z
oil-5413f17944743156,"DCA raids clinics, seizes fake organic oils with false claims",thehansindia.com,2024-03-04,https://www.thehansindia.com/telangana/dca-raids-clinics-seizes-fake-organic-oils-with-false-claims-862432,Edible Oil,unclear,0.85,1,suspected,almond oil | walnut oil | kalonji oil,,mislabeling | counterfeit,"Hyderabad, Telangana, India",seizure,relevant,0.678,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,0,0,1,13,2026-07-29T03:21:10Z
oil-a74af7bad030eb8a,MP: Spice Grinding Unit Sealed For Flouting Norms,freepressjournal.in,2024-02-25,https://www.freepressjournal.in/indore/mp-spice-grinding-unit-sealed-for-flouting-norms,Edible Oil,unclear,0.95,1,suspected,soybean oil,,substandard | mislabeling,"Amjhera, Dhar, Madhya Pradesh, India",sealing | confiscation,,,,0,0,5,5,2026-07-29T13:01:39Z
oil-6e721139517af252,MP: 200 Litres Adulterated Mustard Oil Found In Jabalpur Oil Factory During Surprise Inspection,freepressjournal.in,2024-02-19,https://www.freepressjournal.in/bhopal/mp-200-litres-adulterated-mustard-oil-found-in-jabalpur-oil-factory-during-surprise-inspection,Edible Oil,relevant_event,0.95,1,suspected,mustard oil,,substandard | contamination | mislabeling,"Jabalpur, Madhya Pradesh, India",sealing,relevant,0.8136805913011256,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,7,2,2026-07-29T05:58:37Z
oil-e39fdddbd1ead59b,Over 4 lakh litres seized in drive against substandard edible oil in UP,theprint.in,2024-01-01,https://theprint.in/india/over-4-lakh-litres-seized-in-drive-against-substandard-edible-oil-in-up/2866887/,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,substandard,"Lucknow, Uttar Pradesh, India",seizure | inspection | correction notices,relevant,0.9047990471298696,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,2,23,2026-07-29T20:22:33Z
oil-9c21da748413e6f9,‘Pressing’ issues: Coconut oil first in line for ‘Made in Kerala’ tag,newindianexpress.com,2023-12-22,https://www.newindianexpress.com/states/kerala/2023/dec/22/pressing-issues-coconut-oil-first-in-line-for-made-in-kerala-tag-2643748.html,Edible Oil,relevant_event,0.85,1,suspected,coconut oil,adulterated oil,adulteration,"Thiruvananthapuram, Kerala, India",,relevant,0.5198,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,4,11,2026-07-29T11:20:07Z
oil-077084a32a4e8faa,Navi Mumbai: 7 booked for selling adulterated edible oil,mid-day.com,2023-12-07,https://www.mid-day.com/mumbai/mumbai-crime-news/article/navi-mumbai-7-booked-for-selling-adulterated-edible-oil-23323774,Edible Oil,relevant_event,0.95,1,alleged,palm oil | groundnut oil | safflower oil,animal fats | harmful substances,adulteration | substitution,"Navi Mumbai, Thane, Maharashtra, India",First Information Report,relevant,0.7117216974740115,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,4,3,2026-07-28T19:14:32Z
oil-028241dff8c29c89,'Spurious' food items seized at Ferozepur meritorious school,tribuneindia.com,2023-12-04,https://www.tribuneindia.com/news/punjab/spurious-food-items-seized-at-ferozepur-meritorious-school-568467,Edible Oil,unclear,0.85,1,suspected,refined oil | flour,unknown adulterant,adulteration,"Hakumatwala, Ferozepur, Punjab, India",seizure,irrelevant,0.2628,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,0,0,4,6,2026-07-28T18:08:30Z
oil-829d382c68663635,"Nashik Fda Cracks Down On Adulterated Food Items, Oil | Nashik News - The Times of India",indiatimes.com,2023-11-09,https://timesofindia.indiatimes.com/city/nashik/nashik-fda-cracks-down-on-adulterated-food-items-oil/articleshow/105082876.cms,Edible Oil,relevant_event,0.95,1,suspected,loose oil | shrikhand,,adulteration | substandard,"Nashik, Maharashtra, India",seizure,relevant,0.9009942870544224,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,7,9,2026-07-29T08:18:30Z
oil-f8ae628f96d390f8,"Mumbai News: Adulterated Sweets, Edible Oil Worth ₹1.64 Lakh Seized By FDA",freepressjournal.in,2023-11-06,https://www.freepressjournal.in/mumbai/mumbai-news-adulterated-sweets-edible-oil-worth-164-lakh-seized-by-fda,Edible Oil,unclear,0.95,2,suspected,sunflower oil | palmolein oil | used cooking oil,,substandard | mislabeling,"Mumbai, Maharashtra, India",raid | seizure,relevant,0.8980067916239759,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,6,14,2026-07-29T22:33:04Z
oil-bfcfd938ead3b8a8,Adani Wilmar files FIR against sale of counterfeit ‘Fortune’ products by Jumbotail,financialexpress.com,2023-07-23,https://www.financialexpress.com/industry/adani-wilmar-files-fir-against-sale-of-counterfeit-fortune-products-by-jumbotail/3183110/,Edible Oil,relevant_event,0.95,1,alleged,mustard oil | soybean oil,,counterfeit,"Gautam Budhnagar, Uttar Pradesh, India",raid | FIR filed,irrelevant,0.4479,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,5,13,2026-07-29T14:57:28Z
oil-30270b1b4280233d,Adani Wilmar Files Police Complaint Against Sale Of Counterfeit Fortune Brand Products,freepressjournal.in,2023-07-23,https://www.freepressjournal.in/business/adani-wilmar-files-police-complaint-against-sale-of-counterfeit-fortune-brand-products,Edible Oil,unclear,0.95,1,alleged,Fortune Kacchi Ghani Mustard Oil | Fortune Refined Soybean Oil | Fortune Sarso Oil,,counterfeit,"Badalpur, Gautam Budhnagar District, Uttar Pradesh, India",FIR lodged | raid,relevant,0.587,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,0,0,4,15,2026-07-28T23:31:56Z
oil-7269f661e72c703f,Adani Wilmar files police complaint against sale of counterfeit Fortune brand products,indiatimes.com,2023-07-22,https://timesofindia.indiatimes.com/business/india-business/adani-wilmar-files-police-complaint-against-sale-of-counterfeit-fortune-brand-products/articleshow/102043619.cms,Edible Oil,unclear,0.95,1,alleged,Fortune Kacchi Ghani Mustard Oil | Fortune Refined Soybean Oil | Fortune Sarso Oil,,counterfeit,"Gautam Budhnagar, Uttar Pradesh, India",FIR lodged | raid,relevant,0.575,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,0,0,3,16,2026-07-29T06:23:38Z
oil-c1a2f95596a3b00d,Food Dept Seizes 831l Mustard Oil | Kanpur News - Times of India,indiatimes.com,2023-03-06,https://timesofindia.indiatimes.com/city/kanpur/food-dept-seizes-831l-mustard-oil/articleshow/98439612.cms,Edible Oil,unclear,0.85,1,suspected,mustard oil | soyabean oil,,substandard | adulteration,"Kanpur, Uttar Pradesh, India",Seizure of 799 litre mustard oil | Seizure of 34 litre refined soyabean oil,relevant,0.8041298144466288,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,1,6,2026-07-29T15:05:21Z
oil-4b88eb2520f8cc22,Bhopal: Lose oil sale; FDA suspends mills’ licence,freepressjournal.in,2022-12-17,https://www.freepressjournal.in/bhopal/bhopal-lose-oil-sale-fda-suspends-mills-licence,Edible Oil,relevant_event,0.95,1,suspected,soybean oil | palmolein oil,,mislabeling | substandard,"Bhopal, Madhya Pradesh, India",suspension of licence,relevant,0.6509,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,1,8,2026-07-29T03:02:13Z
oil-e1aa62675070cacd,"Argemone poisoning claims life in Jawalamukhi, alert sounded in HP’s Kangra",hindustantimes.com,2022-11-19,https://www.hindustantimes.com/cities/chandigarh-news/argemone-poisoning-claims-life-in-jawalamukhi-alert-sounded-in-hp-s-kangra-101668798072979.html,Edible Oil,relevant_event,0.95,1,suspected,mustard oil,Argemone mexicana,adulteration | contamination,"Jawalamukhi, Kangra, Himachal Pradesh, India",public alert,irrelevant,0.4488,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,3,0,13,12,2026-07-29T20:02:04Z
oil-b96369f55af40397,Govt Cracks Down On Sale Of Adulterated Coconut Oil | Thiruvananthapuram News - Times of India,indiatimes.com,2022-11-17,https://timesofindia.indiatimes.com/city/thiruvananthapuram/govt-cracks-down-on-sale-of-adulterated-coconut-oil/articleshow/95568940.cms,Edible Oil,relevant_event,0.95,1,suspected,coconut oil,sulphur,adulteration | substandard,"Thiruvananthapuram, Kerala, India",Operation Oil | notices | fines,relevant,0.9165677579315566,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,1,3,9,2026-07-29T14:34:23Z
oil-3be954e8def80c8d,Operation Oil: manufacturer to be allowed to launch only one brand of oil ,thehindu.com,2022-11-16,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,Edible Oil,unclear,0.95,1,suspected,coconut oil,,adulteration | substandard,"Kerala, India",Operation Oil,relevant,0.9416271420983549,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,6,9,2026-07-29T01:23:20Z
oil-7ced813eb9eb1314,Hyderabad: 7 LPG cylinders seized in cordon and search; 10 held,siasat.com,2022-11-06,https://www.siasat.com/hyderabad-7-lpg-cylinders-seized-in-cordon-and-search-10-held-2450708/,Edible Oil,relevant_event,0.95,1,alleged,edible oil,animal carcasses,adulteration,"Hyderabad, Telangana, India",seizure,irrelevant,0.2688,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,3,4,2026-07-29T07:40:34Z
oil-7ed3f9582cae741d,"Mustard, Palm Olein Oil Worth â¹7.7l Seized | Kanpur News - Times of India",indiatimes.com,2022-10-21,https://timesofindia.indiatimes.com/city/kanpur/mustard-palm-olein-oil-worth-7-7l-seized/articleshow/95000423.cms,Edible Oil,unclear,0.85,1,suspected,mustard oil | palm olein oil,,substandard | adulteration,"Kanpur, Uttar Pradesh, India",seizure,relevant,0.8433136916258085,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,3,6,2026-07-29T07:58:27Z
