corpus,food,adulterant_or_substitute,specific_candidate,triplet_rows,distinct_sources,mean_confidence,median_confidence,minimum_confidence,maximum_confidence,confidence_weighted_source_support,rows_confidence_ge_0_80,rows_confidence_ge_0_90,surface_forms,example_source_id,example_url,example_evidence
News,Paneer,milk powder,True,3,3,0.8667,0.85,0.85,0.9,2.6,3,1,milk powder (3),milk-d7a395f3e57b8619,https://timesofindia.indiatimes.com/city/jaipur/1380-kg-of-adulterated-mawa-destroyed-at-milk-mandi-in-shastri-nagar/articleshow/124537183.cms,widespread use of milk powder and palm oil for preparing mawa and paneer
News,honey,high fructose corn syrup,True,3,3,0.8667,0.9,0.8,0.9,2.6,3,2,high fructose corn syrup (2); high-fructose corn syrup (1),384a803e-eb96-4abf-a0ea-3e3f98291e8e,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,honey adulteration is done by using synthetic sugar syrups
News,Ghee,colour,True,4,3,0.8625,0.875,0.8,0.9,2.65,4,2,colour (4),a18ba308-f8ab-4590-b466-daf80aa2b59c,https://www.newindianexpress.com/states/andhra-pradesh/2024/Sep/22/andhra-mlas-ganta-and-vishnu-raise-concern-over-quality-of-simhachalam-temple-ghee,"Suspected adulteration was detected in ghee supplied by Rythu Dairy in Jangareddygudem, Eluru district, with traces of Vanaspati, flower oil, palm oil, and colour"
News,Ghee,foreign fat,True,3,3,0.8333,0.8,0.8,0.9,2.5,3,1,foreign fat (3),04c00967-a247-4802-b3c2-3f266885c385,https://www.thehindu.com/news/national/tamil-nadu/tirupati-laddu-row-madras-high-court-sets-aside-suspension-of-fssai-licence-of-dindigul-based-ar-dairy-food/article69582960.ece,"supplied ghee with foreign fat, instead of milk fat"
News,Khoya/mawa,refined oil,True,3,3,0.8333,0.85,0.8,0.85,2.5,3,0,refined oil (3),82725732-0ed9-4cd7-8e1c-ff866e950ada,https://www.tribuneindia.com/news/chandigarh/festive-season-spurious-khoya-seized-from-ambala-dairy-440791,using refined oil in preparing khoya
News,Milk,chemicals,False,3,3,0.8333,0.85,0.75,0.9,2.5,2,1,chemicals (3),64902247-dbff-448d-987f-c89ac2e30538,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cbi-sit-probe-shows-no-milk-used-in-making-ghee-for-tirumala-prasadam-deputy-cm-1939590,using palm oil and some chemicals --instead of from milk fat
News,Milk,milk powder,True,4,3,0.825,0.875,0.65,0.9,2.45,3,2,milk powder (4),6fca3d47-9acd-423e-854a-e6ad43d85fbe,https://www.dnaindia.com/analysis/report-dna-tv-show-uncovering-mafia-of-fake-diwali-sweets-that-can-poison-your-family-sourabh-raaj-jain-3067817,The pure formula for making mawa is milk
News,Paneer,dust,True,4,3,0.825,0.85,0.75,0.85,2.45,3,0,dust (4),e7101938-1896-4452-8c63-fa3c76862697,https://m.rediff.com/news/commentary/2026/mar/19/3900-kgs-of-adulterated-paneer-other-dairy-products-seized-in-hyderabad-6-held/47ce118701c426548d2d7accdfe98158,"The processed paneer was stored in open plastic covers, exposed to dust, flies, and other contaminants, rendering it unsafe and unfit for human consumption."
News,laddus,animal fat,True,4,3,0.825,0.85,0.75,0.85,2.45,3,0,animal fat (2); animal fats (2),b293dea5-f7e1-4889-a56d-f823569cdff4,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ap-debunks-ysrcps-claims-that-ghee-supplied-to-ttd-not-adulterated-with-animal-fat-1933972,used substandard ingredients and animal fats for making laddus
News,Coconut oil,unspecified adulterant,False,3,3,0.8167,0.85,0.75,0.85,2.45,2,0,unspecified adulterant (3),a649eae3-e3ca-408c-94a7-670f6b31b9b3,https://www.newindianexpress.com/cities/thiruvananthapuram/2025/Aug/20/17k-litres-of-adulterated-coconut-oil-seized,"seized nearly 17,000 litres of adulterated coconut oil"
News,Edible/cooking oil,unspecified adulterant,False,3,3,0.8167,0.85,0.75,0.85,2.45,2,0,unspecified adulterant (3),oil-af7d37f8450fbc59,https://timesofindia.indiatimes.com/city/kanpur/9-quintals-of-adulterated-mawa-edible-oil-seized-ahead-of-holi/articleshow/128794157.cms,seized adulterated mawa and edible oil
News,Ghee,unknown adulterant in ghee,True,3,3,0.8167,0.8,0.75,0.9,2.45,2,1,unknown adulterant in ghee (3),7b172a53-f54d-41f8-b91b-a77a4faba9b3,https://www.thehindu.com/news/national/karnataka/kmf-officials-caught-driver-supplying-adulterated-ghee-tins/article67337827.ece,test proved that it was adulterated
News,Milk,contaminant,True,3,3,0.8167,0.85,0.75,0.85,2.45,2,0,contaminant (3),milk-53de5492ae8271b6,https://www.news18.com/agency-feeds/social-equity-is-nda-govts-policy-says-andhra-cm-naidu-9925111.html,consuming contaminated milk
News,Paneer,chemicals,False,3,3,0.8167,0.8,0.8,0.85,2.45,3,0,chemicals (3),178d6244-50cd-4bea-8e16-f951f6227a8c,https://www.hindustantimes.com/cities/chandigarh-news/punjab-maximum-adulteration-in-paneer-desi-ghee-says-health-minister-101754510094173.html,starch or some chemicals were used to make them
News,Ghee,preservatives,True,3,3,0.7833,0.75,0.75,0.85,2.35,1,0,preservatives (3),920f5e05-04f9-4545-b26d-ea48a1f18a2f,https://timesofindia.indiatimes.com/life-style/food-news/575-liters-of-adulterated-ghee-and-7000-kg-of-ginger-garlic-paste-seized-in-hyderabad-how-to-do-a-purity-check-at-home/articleshow/122246421.cms,The pale color of ghee could be indicative of preservatives
News,Milk,adulterant,False,3,3,0.7833,0.75,0.75,0.85,2.35,1,0,adulterant (3),milk-6467077b7f183c28,https://www.news18.com/agency-feeds/jagan-alleges-public-health-breakdown-in-andhra-9934351.html,"incident in Rajamahendravaram linked to ""adulterated"" milk"
News,Paneer,suspected adulterant,True,3,3,0.7833,0.75,0.75,0.85,2.35,1,0,suspected adulterant (3),milk-c39d912552d34448,https://www.livemint.com/news/india/gujarat-news-1-401-kg-of-adulterated-paneer-seized-in-surat-food-outlet-was-operating-without-licence-says-fssai-11772801034522.html,"seized around 1,401 kilograms of suspected adulterated paneer"
News,sweets,substandard ingredients,True,3,3,0.7833,0.75,0.75,0.85,2.35,1,0,substandard ingredients (3),oil-02669f21b8034048,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,sweets...were being made using substandard ingredients
News,Ghee,water,True,3,3,0.7667,0.75,0.7,0.85,2.3,1,0,water (3),920f5e05-04f9-4545-b26d-ea48a1f18a2f,https://timesofindia.indiatimes.com/life-style/food-news/575-liters-of-adulterated-ghee-and-7000-kg-of-ginger-garlic-paste-seized-in-hyderabad-how-to-do-a-purity-check-at-home/articleshow/122246421.cms,The burnt smell could be because of the presence of water
News,Tirupati laddu,substandard ingredients,True,3,3,0.7333,0.75,0.7,0.75,2.2,0,0,substandard ingredients (3),506988b0-2449-4e40-927e-812d623a2d92,https://economictimes.indiatimes.com/news/india/tirupati-laddu-row-fssai-issues-show-cause-notice-to-ghee-supplier/articleshow/113606936.cms,used substandard ingredients and animal fat in Tirupati laddus
News,Khoya/mawa,unknown adulterant,False,3,3,0.7167,0.75,0.65,0.75,2.15,0,0,unknown adulterant (3),17cf7411-332c-4ff5-ac37-7e258dcf6f30,https://www.freepressjournal.in/bhopal/mp-truck-full-of-substandard-mawa-seized-in-bhopal-samples-sent-for-testing-in-ratlam-as-food-dept-cracks-down-on-eateries-sweet-shops-ahead-of-diwali,The mava is said to be adulterated
News,Curd/yoghurt,milk powder,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,milk powder (2),394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,use of milk powder in curd
News,Ghee,animal body fats,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,animal body fats (2),0a113e2a-26d3-45e4-9064-7cfa2f39230b,https://www.thehindu.com/sci-tech/health/tirupati-laddu-row-on-the-economics-of-and-adulterants-in-ghee-explained/article68705077.ece,"Common adulterants include edible vegetable oil, hydrogenated fats, animal body fats and starchy substances."
News,Ghee,non edible oils,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,non-edible oils (2),394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,Ghee has shown traces of ... non-edible oils
News,Ghee,starchy substances,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,starchy substances (2),0a113e2a-26d3-45e4-9064-7cfa2f39230b,https://www.thehindu.com/sci-tech/health/tirupati-laddu-row-on-the-economics-of-and-adulterants-in-ghee-explained/article68705077.ece,"Common adulterants include edible vegetable oil, hydrogenated fats, animal body fats and starchy substances."
News,Ghee,synthetic essences,True,3,2,0.95,0.95,0.95,0.95,1.9,3,3,synthetic essences (3),b2c20d7b-5c3e-48d0-aa51-191f17058762,https://timesofindia.indiatimes.com/etimes/trending/deadly-substances-found-in-fake-ghee-factory-found-mimicking-leading-brands-in-alarming-scam/articleshow/117276930.cms,"mixing hazardous ingredients like urea, palm oil, and synthetic essences"
News,Ghee,vegetable ghee,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,vegetable ghee (2),9d123ed0-6bda-4c0f-a451-b6ed86c6985c,https://www.thehansindia.com/news/national/gujarat-massive-adulterated-ghee-racket-busted-in-surat-2-arrested--1066385,"mixed with palm oil, vegetable ghee"
News,Milk,glycol,True,3,2,0.95,0.95,0.95,0.95,1.9,3,3,glycol (3),milk-d159014b470cda27,https://www.deccanchronicle.com/southern-states/andhra-pradesh/6-year-old-dies-of-renal-failure-at-kgh-in-milk-contamination-case-1939663,glycol leakage could have made the milk poisonous
News,Milk,maize flour,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,maize flour (2),610f7303-b426-4db9-b4b9-7e6fd98ecf45,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,presence of maize flour or other starchy substances
News,Milk,soybean oil,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,soybean oil (2),2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Refined palm oil and soybean oil were used as cheaper substitutes for milk fat
News,Milk,sugar,True,3,2,0.95,0.95,0.95,0.95,1.9,3,3,sugar (3),milk-31a23415db4ed5a7,https://www.thehindu.com/news/national/karnataka/adulteration-found-in-3049-milk-samples-supplied-to-karnataka-dairies-in-a-year-govt-informs-council/article70735023.ece,salt and sugar were found to have been mixed with milk
News,Mustard oil,artificial colours,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,artificial colours (2),394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,"In mustard oil, we have found cheaper oils mixed with artificial colours"
News,Paneer,caustic soda,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,caustic soda (2),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,paneer includes starch and caustic soda
News,Paneer,glycerol monostearate,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,glycerol monostearate (2),oil-78243d8cd04a1615,https://www.freepressjournal.in/pune/nashik-314-kg-of-adulterated-paneer-seized-in-fda-raid-at-sinnar-industrial-estate,"adulterants such as refined palmolein oil, whey permeate powder, and glycerol monostearate were used in the preparation of paneer"
News,Tirupati laddu,laboratory esters,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,laboratory esters (2),09e48dfd-700e-44fd-b178-70c5c7cc29ed,https://indianexpress.com/article/cities/hyderabad/no-beef-tallow-lard-tirupati-laddu-cbi-reveals-synthetic-material-used-mimic-ghee-10503103/,adulterated with vegetable oils and laboratory esters
News,curry powder masala,ethylene oxide,True,4,2,0.95,0.95,0.95,0.95,1.9,4,4,ethylene oxide (4),milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,spice mixes contained high levels of ethylene oxide
News,edible oils,machine oil,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,machine oil (2),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,edible oils are mixed with machine oil
News,everest spice mix,ethylene oxide,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,ethylene oxide (2),milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,"Singapore ordered a recall of the Everest spice mix, stating: Ethylene oxide is a pesticide"
News,fresh vegetables,pesticide residue,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,pesticide residue (2),milk-2f11ebaf3df18037,https://assamtribune.com/guwahati/assam-food-safety-raids-uncover-illegal-fruit-ripening-unsafe-food-products-1612781,harmful pesticide residue were detected in 19 out of 83 fresh vegetables
News,fruit juices,artificial colours,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,artificial colours (2),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,fruit juices carry synthetic flavours and artificial colours
News,fruit juices,synthetic flavours,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,synthetic flavours (2),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,fruit juices carry synthetic flavours
News,honey,maltose,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,maltose (2),384a803e-eb96-4abf-a0ea-3e3f98291e8e,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,"revealed artificial sugar syrups mannose, maltose, and maltotriose"
News,honey,maltotriose,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,maltotriose (2),384a803e-eb96-4abf-a0ea-3e3f98291e8e,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,"revealed artificial sugar syrups mannose, maltose, and maltotriose"
News,honey,mannose,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,mannose (2),384a803e-eb96-4abf-a0ea-3e3f98291e8e,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,revealed artificial sugar syrups mannose
News,jalebi,synthetic food colours,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,synthetic food colours (2),f82c34ba-9461-4be5-bbd0-e93df7d29455,https://www.deccanchronicle.com/southern-states/telangana/food-safety-dept-seizes-60-plus-kgs-of-adulterated-sweets-ahead-of-festive-season-1911377,Inspectors found the use of synthetic food colours in milk-based sweets such as jalebi
News,khowa,starch,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,starch (2),394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,starch ... in paneer and khowa
News,koya,synthetic food colours,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,synthetic food colours (2),f82c34ba-9461-4be5-bbd0-e93df7d29455,https://www.deccanchronicle.com/southern-states/telangana/food-safety-dept-seizes-60-plus-kgs-of-adulterated-sweets-ahead-of-festive-season-1911377,"Inspectors found the use of synthetic food colours in milk-based sweets such as jalebi, laddus, and koya products"
News,laddus,synthetic food colours,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,synthetic food colours (2),f82c34ba-9461-4be5-bbd0-e93df7d29455,https://www.deccanchronicle.com/southern-states/telangana/food-safety-dept-seizes-60-plus-kgs-of-adulterated-sweets-ahead-of-festive-season-1911377,"Inspectors found the use of synthetic food colours in milk-based sweets such as jalebi, laddus"
News,madras curry powder,ethylene oxide,True,3,2,0.95,0.95,0.95,0.95,1.9,3,3,ethylene oxide (3),milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,spice mixes contained high levels of ethylene oxide
News,mdh sambhar masala,salmonella,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,Salmonella (2),milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,MDH's Sambhar Masala was initiated in the US after FDA discovered the product was contaminated with Salmonella
News,olive oil,chlorophyll,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,chlorophyll (2),oil-b697d96d9a9efcdd,https://economictimes.indiatimes.com/news/economy/agriculture/olive-oil-price-olive-oil-cooking-food-for-fraud-your-olive-oil-might-be-unfit-for-human-consumption/articleshow/113731643.cms,"chlorophyll, which was being added to oil of a lesser quality"
News,olive oil,denatured rapeseed oil,True,3,2,0.95,0.95,0.95,0.95,1.9,3,3,denatured rapeseed oil (3),oil-b697d96d9a9efcdd,https://economictimes.indiatimes.com/news/economy/agriculture/olive-oil-price-olive-oil-cooking-food-for-fraud-your-olive-oil-might-be-unfit-for-human-consumption/articleshow/113731643.cms,consumption of denatured rapeseed oil for industrial use that had been illegally sold as olive oil
News,sambhar masala,ethylene oxide,True,3,2,0.95,0.95,0.95,0.95,1.9,3,3,ethylene oxide (3),milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,spice mixes contained high levels of ethylene oxide
News,silver vark,aluminium foil,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,aluminium foil (2),7984f772-8c6a-46cb-af36-a7df6ed37ecc,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"That shiny silver leaf on mithai may look festive, but it can be fake."
News,spices,brick powder,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,brick powder (2),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,spices contain brick powder
News,spices,sawdust,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,sawdust (2),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,spices contain brick powder and sawdust
News,srivari laddu prasadam,adulterated ghee,False,2,2,0.95,0.95,0.95,0.95,1.9,2,2,adulterated ghee (2),60ccacb1-7c41-4259-b651-bfbf60e7b53a,https://www.newindianexpress.com/states/tamil-nadu/2025/Nov/30/sit-names-12-more-officials-experts-in-tirupati-laddu-ghee-case,adulterated ghee scam linked to the preparation of Srivari Laddu Prasadam
News,turmeric,rice flour,True,2,2,0.95,0.95,0.95,0.95,1.9,2,2,rice flour (2),394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,"In turmeric, both whole and powdered, lead chromate and rice flour are common adulterants."
News,Cheese,cheese analogues,True,3,2,0.9333,0.95,0.9,0.95,1.85,3,3,cheese analogues (3),oil-57f455cb81e416f9,https://www.indiatoday.in/business/story/mcdonalds-responds-to-fake-cheese-crackdown-maharashtra-fda-2506260-2024-02-23?utm_source=rss,cheese analogues are basically made to mimic the taste and texture of traditional dairy cheese
News,Groundnut oil,palm oil family,True,3,2,0.9333,0.95,0.9,0.95,1.9,3,3,palm oil (3),oil-077084a32a4e8faa,https://www.mid-day.com/mumbai/mumbai-crime-news/article/navi-mumbai-7-booked-for-selling-adulterated-edible-oil-23323774,palm oil which in turn was being sold as groundnut oil
News,chilli powder,brick powder,True,3,2,0.9333,0.95,0.9,0.95,1.9,3,3,brick powder (3),milk-d5b2611e75b60517,https://www.sentinelassam.com/more-news/editorial/food-adulteration,"turmeric and chilli powder may be easily mixed with lead chromate, brick powder"
News,vanaspati,beef tallow,True,3,2,0.9333,0.95,0.9,0.95,1.9,3,3,beef tallow (3),8518bdc7-6207-4b80-a592-906702b2adbf,https://www.thehindubusinessline.com/news/adulterated-ghee-concerns-over-substandard-feedstock-slipping-through-lab-checks/article68724490.ece,beef tallow was mixed with vegetable oils and sold as vanaspati
News,Edible/cooking oil,dust,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,dust (2),oil-35e7a5d9e3e902a8,https://timesofindia.indiatimes.com/city/chennai/chennai-shop-sells-blended-oil-illegally-sealed/articleshow/93735430.cms,The oil collected in bottles had dust and sand
News,Edible/cooking oil,sand,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,sand (2),oil-35e7a5d9e3e902a8,https://timesofindia.indiatimes.com/city/chennai/chennai-shop-sells-blended-oil-illegally-sealed/articleshow/93735430.cms,The oil collected in bottles had dust and sand
News,Ghee,animal body fat,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,animal body fat (2),42afe2b5-85ea-444e-be89-85d68e60e5f4,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,Ghee in general is adulterated with ... animal body fat
News,Ghee,artificial ghee essence,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,artificial ghee essence (2),58c8e8bf-9cbd-46dd-8a8b-b1b5cbb0d58d,https://indianexpress.com/article/cities/delhi/923-litres-fake-ghee-seized-uttar-pradesh-sambhal-10179095/,"the gang manufactured fake ghee using a mixture of Dalda and refined oil, along with artificial ghee essence to mimic the smell of pure ghee"
News,Ghee,cheap refined oil,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,cheap refined oil (2),012810fa-376e-496d-b17f-9b02266afe91,https://www.hindustantimes.com/cities/delhi-news/delhi-police-busts-three-units-making-1-625-kg-of-fake-desi-ghee-six-held-101759447631631.html,"mixing vanaspati ghee, cheap refined oil and chemical flavouring agents"
News,Ghee,synthetic essence of ghee,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,synthetic essence of ghee (2),d96f8ae8-4753-4f7b-9ec5-3238eca05841,https://www.freepressjournal.in/indore/markets-flooded-with-spurious-ghee-fsos-collect-samples-of-over-30-ghee-brands-waiting-for-reports,mixing synthetic essence of ghee with palm oil
News,Milk,sodium bicarbonate,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,sodium bicarbonate (2),milk-a710297f02e308b8,https://www.thehansindia.com/news/national/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration-1045436,64 per cent had neutralisers like sodium bicarbonate
News,Paneer,acetic acid,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,acetic acid (2),oil-a9ac84d7fbe3097f,https://timesofindia.indiatimes.com/life-style/food-news/1500-kg-paneer-adulterated-with-palm-oil-and-acetic-acid-seized-in-this-city/articleshow/117992869.cms,industrial grade acetic acid were seized
News,Tirupati laddu,fish oil,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,fish oil (2),75eac450-5d76-45da-975a-a47f1515ca01,https://www.opindia.com/2024/09/no-proof-of-use-of-contaminated-ghee-supreme-court-questions-cm-naidu-on-public-statements-about-tirupati-laddus/,"ghee used by the Tirupati temple contained beef fat, pig fat, fish oil"
News,eggs,antibiotic residue,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,antibiotics (1); Antibiotic residues (1),milk-9072720be8595f77,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Eggs Scientific studies have reported: • Antibiotic residues
News,fish,ammonia,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,ammonia (1); Ammonia (1),milk-9072720be8595f77,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Use of formalin and ammonia for artificial preservation
News,ginger garlic paste,synthetic food colour,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,synthetic food colour (2),679c8f17-cf26-4561-ad9c-67cb3cbd52fc,https://indianexpress.com/article/india/adulterated-osmania-biscuits-fake-paneer-rotten-eggs-what-hyderabads-crackdown-on-eateries-has-revealed-10612335/,"ginger-garlic paste being manufactured using spoiled ginger and garlic, acetic acid, synthetic food colour"
News,illicit liquor,methanol,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,methanol (2),7ee0e722-e8c2-48a9-82ef-dfa05ece776d,https://timesofindia.indiatimes.com/city/pune/457-held-34-7-cr-worth-stock-seized-in-1-month-of-fda-crackdown/articleshow/132024216.cms,"seizure of 5,929 kg of methanol worth Rs3.6 lakh in connection with the Pune illicit liquor poisoning case"
News,poultry,hormonal growth promoters,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,hormonal growth promoters (1); Hormonal growth promoters (1),milk-9072720be8595f77,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Hormonal growth promoters used to accelerate weight gain
News,water,arsenic,True,2,2,0.925,0.925,0.9,0.95,1.85,2,2,arsenic (2),milk-a5df4da0189c780d,https://timesofindia.indiatimes.com/city/mumbai/santacruz-murder-woman-lover-wanted-to-give-poison-to-hubby-even-in-hospital/articleshow/98288207.cms,thallium and arsenic had been mixed with water
News,Ghee,kokum butter,True,3,2,0.9167,0.95,0.85,0.95,1.8,3,2,kokum butter (3),a96905fe-9d68-4a0c-9c4e-ce250411fcd9,https://timesofindia.indiatimes.com/blogs/onmyplate/could-tirupatis-problems-help-clarify-the-history-of-ghee-adulteration/,"vegetable fats, which can be natural like kokum butter"
News,protein powder,arsenic,True,3,2,0.9167,0.9,0.9,0.95,1.85,3,3,arsenic (3),milk-d2fe77bd3bfa3b48,https://timesofindia.indiatimes.com/etimes/wellness/taking-protein-powder-the-hidden-dangers-no-one-tells-you/photostory/131463925.cms,31.5 times more arsenic
News,spice mixes,ethylene oxide,True,5,2,0.91,0.9,0.9,0.95,1.85,5,5,ethylene oxide (5),milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,The spice mixes contained high levels of ethylene oxide
News,Ghee,artificial ghee flavour,True,2,2,0.9,0.9,0.9,0.9,1.8,2,2,artificial ghee flavour (2),1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,"chemicals like beta-carotene, acetic acid ester, and artificial ghee flavour"
News,Ghee,chemical additives,True,2,2,0.9,0.9,0.9,0.9,1.8,2,2,chemical additives (2),21fb2b00-9b86-4924-9a0d-248f976cfd93,https://www.newsx.com/regionals/tirupati-laddu-scam-sit-arrests-delhi-trader-for-supplying-chemicals-used-in-fake-ghee-108361/,adulterated with palm oil and chemical additives
News,Ghee,fats rendered from dead animals,True,2,2,0.9,0.9,0.9,0.9,1.8,2,2,fats rendered from dead animals (2),4952270d-61d5-4e8f-a415-eb23e169c7ed,https://economictimes.indiatimes.com/magazines/panache/could-tirupatis-problems-help-clarify-the-history-of-ghee-adulteration/articleshow/113572918.cms,"history of adulterating it, both with fats rendered from dead animals"
