food,adulterant_or_substitute,effect,chain_class,food_adulterant_news_articles,adulterant_effect_news_articles,same_article_direct_chain_articles,same_snippet_direct_chain_articles,same_article_context_articles,fssai_food_adulterant_rows,fssai_adulterant_effect_rows,mean_food_adulterant_confidence,mean_adulterant_effect_confidence,conservative_chain_confidence,chain_support_score,example_article_id,example_article_url,example_food_adulterant_evidence,example_adulterant_effect_evidence,interpretation
Khoya/mawa,starch,nausea,directly joined in the same article,15,1,1,0,1,0,0,0.9029,0.85,0.85,2.5028,milk-d76c56c09e58067b,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Khoya is often mixed with starch,"adulterants like starch, artificial dyes, or metallic powders that can cause allergies, nausea",reported or repository-inferred association; not epidemiological proof of causation
Mustard oil,argemone oil,dropsy,directly joined in the same article,8,1,1,1,0,0,0,0.9333,0.95,0.9333,2.3192,oil-89e415114ffbdc77,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,Mustard oil is found adulterated with cheap argemone oil,argemone oil which causes dropsy,reported or repository-inferred association; not epidemiological proof of causation
Paneer,detergent,irritate the digestive tract,directly joined in the same article,9,1,1,1,1,0,0,0.905,0.9,0.9,2.3085,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,"adulterants found in milk and milk-based products, such as paneer, curd, and sweets, include detergent",Detergents... can irritate the digestive tract,reported or repository-inferred association; not epidemiological proof of causation
Paneer,cheese analogue,food poisoning,directly joined in the same article,9,1,1,1,3,0,0,0.93,0.9,0.9,2.3085,oil-a19b93d5dda9f30e,https://indianexpress.com/article/cities/mumbai/mumbai-550-kg-fake-cheese-sold-as-paneer-seized-10213225/,"cheese analogue — a cheap, unhealthy substitute made using milk powder, palm oil, and chemicals — was being marketed as “malai paneer”",poses serious health risks including food poisoning,reported or repository-inferred association; not epidemiological proof of causation
Paneer,detergent,organ damage,directly joined in the same article,9,3,1,1,0,0,0,0.905,0.85,0.85,2.3018,08675130-4804-4198-9157-40e7f9a9d248,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,Detergents or Synthetic Milk: These are added in making low-quality or fake paneer,and long-term organ damage,reported or repository-inferred association; not epidemiological proof of causation
Milk,pesticide residue,cancer/carcinogenicity,directly joined in the same article,4,6,1,1,0,0,0,0.8875,0.8812,0.8812,2.2604,milk-b993f201bb670e21,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,"Pesticide residues can be found in significant amounts in many foods, including ... bovine milk","Such residues, when consumed regularly, are found to cause serious health risks, including ... cancer",reported or repository-inferred association; not epidemiological proof of causation
Milk,caustic soda,stomach irritation,directly joined in the same article,8,1,1,0,1,0,0,0.9312,0.9,0.9,2.2364,2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Caustic soda was often added to adjust pH levels,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation",reported or repository-inferred association; not epidemiological proof of causation
Milk,caustic soda,vomiting,directly joined in the same article,8,1,1,0,1,0,0,0.9312,0.9,0.9,2.2364,2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Caustic soda was often added to adjust pH levels,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation, vomiting and diarrhoea",reported or repository-inferred association; not epidemiological proof of causation
Milk,caustic soda,diarrhoea,directly joined in the same article,8,1,1,0,1,0,0,0.9312,0.9,0.9,2.2364,2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Caustic soda was often added to adjust pH levels,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation, vomiting and diarrhoea",reported or repository-inferred association; not epidemiological proof of causation
Milk,caustic soda,irritate the digestive tract,directly joined in the same article,8,1,1,1,1,0,0,0.9312,0.9,0.9,2.2364,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,"Common adulterants found in milk and milk-based products, such as paneer, curd, and sweets, include detergent, starch, urea, caustic soda, and formalin.",Detergents and caustic soda can irritate the digestive tract,reported or repository-inferred association; not epidemiological proof of causation
fish,formalin/formaldehyde,cancer/carcinogenicity,directly joined in the same article,5,4,1,1,2,0,0,0.93,0.9,0.9,2.2364,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,used on fish to inhibit decay,"Formalin, recognised for its cancer-causing properties",reported or repository-inferred association; not epidemiological proof of causation
Paneer,detergent,gastrointestinal illness,directly joined in the same article,9,1,1,1,1,0,0,0.905,0.85,0.85,2.1802,08675130-4804-4198-9157-40e7f9a9d248,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,Detergents or Synthetic Milk: These are added in making low-quality or fake paneer,"can cause stomach cramps, nausea, vomiting",reported or repository-inferred association; not epidemiological proof of causation
Paneer,detergent,gastrointestinal discomfort,directly joined in the same article,9,1,1,1,0,0,0,0.905,0.85,0.85,2.1802,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,"adulterants found in milk and milk-based products, such as paneer, curd, and sweets, include detergent",leading to issues such as gastrointestinal discomfort,reported or repository-inferred association; not epidemiological proof of causation
Paneer,detergent,kidney damage,directly joined in the same article,9,1,1,1,3,0,0,0.905,0.85,0.85,2.1802,milk-601312c7904467a2,https://thelogicalindian.com/fssai-orders-nationwide-crackdown-on-adulterated-milk-paneer-and-khoya-amid-festive-season-health-fears/,"adulterated milk, paneer, and khoya, targeting health risks from contaminants like detergents","detergents for froth, urea for density, starch for thickness, and even formalin for preservation-each linked to severe health issues like kidney damage",reported or repository-inferred association; not epidemiological proof of causation
Milk,formalin/formaldehyde,gastrointestinal toxicity,directly joined in the same article,6,1,1,1,0,0,0,0.9417,0.95,0.9417,2.1683,9849e210-d94b-448b-885e-7bdffe11cfe9,https://www.newindianexpress.com/cities/delhi/2025/Oct/18/police-seize-over-6800-units-of-fake-desi-ghee-sweets-across-delhi,use of sodium formaldehyde sulfoxylate in the sweet preparation,"known to cause severe health issues, including ... gastrointestinal toxicity",reported or repository-inferred association; not epidemiological proof of causation
Milk,formalin/formaldehyde,allergic reaction,directly joined in the same article,6,1,1,1,0,0,0,0.9417,0.95,0.9417,2.1683,9849e210-d94b-448b-885e-7bdffe11cfe9,https://www.newindianexpress.com/cities/delhi/2025/Oct/18/police-seize-over-6800-units-of-fake-desi-ghee-sweets-across-delhi,use of sodium formaldehyde sulfoxylate in the sweet preparation,"known to cause severe health issues, including ... allergic reactions",reported or repository-inferred association; not epidemiological proof of causation
Milk,formalin/formaldehyde,respiratory problems,directly joined in the same article,6,1,1,1,0,0,0,0.9417,0.95,0.9417,2.1683,9849e210-d94b-448b-885e-7bdffe11cfe9,https://www.newindianexpress.com/cities/delhi/2025/Oct/18/police-seize-over-6800-units-of-fake-desi-ghee-sweets-across-delhi,use of sodium formaldehyde sulfoxylate in the sweet preparation,"known to cause severe health issues, including ... respiratory problems",reported or repository-inferred association; not epidemiological proof of causation
fruits,pesticide residue,food poisoning,directly joined in the same article,6,3,1,1,0,0,0,0.9,0.8667,0.8667,2.1536,milk-b993f201bb670e21,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,"Pesticide residues can be found in significant amounts in many foods, including fruits","Such residues, when consumed regularly, are found to cause serious health risks, including: food poisoning",reported or repository-inferred association; not epidemiological proof of causation
spice products,ethylene oxide,cancer/carcinogenicity,directly joined in the same article,1,7,1,1,0,0,0,0.9,0.8885,0.8885,2.1304,9368fe71-a18d-4580-8063-8e3f17e6cec9,https://frontline.thehindu.com/the-nation/food-adulteration-diwali-crisis-contamination-spices-india-diseases-fssai/article70208651.ece,three spice products from India contained traces of ethylene oxide,"ethylene oxide, a known carcinogen",reported or repository-inferred association; not epidemiological proof of causation
spice blends,ethylene oxide,cancer/carcinogenicity,directly joined in the same article,1,7,1,1,0,0,0,0.9,0.8885,0.8885,2.1304,milk-04c06f12b8f68a2a,https://www.tribuneindia.com/news/business/fssai-to-inspect-all-manufacturers-in-its-crackdown-on-spurious-spices-617328,flagging high levels of ethylene oxide,"ethylene oxide, which is unfit for human consumption and a cancer risk",reported or repository-inferred association; not epidemiological proof of causation
peppercorns,ethylene oxide,cancer/carcinogenicity,directly joined in the same article,1,7,1,1,0,0,0,0.9,0.8885,0.8885,2.1304,milk-74d1d6aaa4ade7cf,https://indianexpress.com/article/upsc-current-affairs/upsc-key-indus-waters-treaty-food-adulteration-and-antitrust-laws-9963906/,presence of ethylene oxide in chilli peppers and peppercorns from India,"ethylene oxide, a cancer-causing pesticide",reported or repository-inferred association; not epidemiological proof of causation
fish curry masala,ethylene oxide,cancer/carcinogenicity,directly joined in the same article,1,7,1,0,0,0,0,0.95,0.8885,0.8885,2.1304,milk-b87ea04f3974c7d3,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,The spice mixes contained high levels of ethylene oxide,posing a cancer risk if exposed for too long,reported or repository-inferred association; not epidemiological proof of causation
protein powder,pesticide residue,cancer/carcinogenicity,directly joined in the same article,2,6,1,1,0,0,0,0.9,0.8812,0.8812,2.1131,milk-d2fe77bd3bfa3b48,https://timesofindia.indiatimes.com/etimes/wellness/taking-protein-powder-the-hidden-dangers-no-one-tells-you/photostory/131463925.cms,products also contained pesticides,contaminants linked to cancer,reported or repository-inferred association; not epidemiological proof of causation
Paneer,urea,liver damage,directly joined in the same article,6,2,1,1,1,0,0,0.9143,0.875,0.875,2.0982,milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,fake paneer being produced using harmful chemicals such as urea,They severely damage the liver,reported or repository-inferred association; not epidemiological proof of causation
Paneer,urea,digestive system damage,directly joined in the same article,6,1,1,1,0,0,0,0.9143,0.9,0.9,2.0723,milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,fake paneer being produced using harmful chemicals such as urea,"They severely damage the liver, kidneys, and digestive system",reported or repository-inferred association; not epidemiological proof of causation
Milk,formalin/formaldehyde,metabolic disturbances,directly joined in the same article,6,1,1,1,0,0,0,0.9417,0.9,0.9,2.0723,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,Common adulterants found in milk and milk-based products... include... formalin,substances like urea and formalin... may lead to metabolic disturbances,reported or repository-inferred association; not epidemiological proof of causation
Milk,formalin/formaldehyde,multi-organ failure,directly joined in the same article,6,1,1,1,1,0,0,0.9417,0.9,0.9,2.0723,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,Common adulterants found in milk and milk-based products... include... formalin,substances like urea and formalin... may lead to... organ failure,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,milk powder,poison,directly joined in the same article,7,1,1,1,0,0,0,0.8929,0.85,0.85,2.0382,6fca3d47-9acd-423e-854a-e6ad43d85fbe,https://www.dnaindia.com/analysis/report-dna-tv-show-uncovering-mafia-of-fake-diwali-sweets-that-can-poison-your-family-sourabh-raaj-jain-3067817,milk powder is added to making mawa,This mixture of low-quality milk powder is extremely harmful to your health and can prove to be poison if ingested in large quantities.,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,milk powder,harmful to health,directly joined in the same article,7,1,1,1,0,0,0,0.8929,0.85,0.85,2.0382,6fca3d47-9acd-423e-854a-e6ad43d85fbe,https://www.dnaindia.com/analysis/report-dna-tv-show-uncovering-mafia-of-fake-diwali-sweets-that-can-poison-your-family-sourabh-raaj-jain-3067817,milk powder is added to making mawa,This mixture of low-quality milk powder is extremely harmful to your health,reported or repository-inferred association; not epidemiological proof of causation
everest masala,ethylene oxide,cancer/carcinogenicity,directly joined in the same article,1,7,1,1,0,0,0,0.85,0.8885,0.85,2.0382,oil-b3f4745b17c73ffb,https://indianexpress.com/article/lifestyle/food-wine/indians-mustard-oil-spices-banned-us-west-why-9378439/,"Everest masala and MDH, popular spice brands, have also been under scrutiny these past few months. Following bans in EU, Singapore and Hong Kong, Nepal also recently joined the list by prohibiting the consumption and sale of these popular Indian brands due to potential contamination with ethylene oxide, a carcinogen.","ethylene oxide, a carcinogen",reported or repository-inferred association; not epidemiological proof of causation
mdh,ethylene oxide,cancer/carcinogenicity,directly joined in the same article,1,7,1,1,0,0,0,0.85,0.8885,0.85,2.0382,oil-b3f4745b17c73ffb,https://indianexpress.com/article/lifestyle/food-wine/indians-mustard-oil-spices-banned-us-west-why-9378439/,"Everest masala and MDH, popular spice brands, have also been under scrutiny these past few months. Following bans in EU, Singapore and Hong Kong, Nepal also recently joined the list by prohibiting the consumption and sale of these popular Indian brands due to potential contamination with ethylene oxide, a carcinogen.","ethylene oxide, a carcinogen",reported or repository-inferred association; not epidemiological proof of causation
wheat flour,pesticide residue,cancer/carcinogenicity,directly joined in the same article,1,6,1,1,0,0,0,0.9,0.8812,0.8812,2.0292,milk-b993f201bb670e21,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,"Pesticide residues can be found in significant amounts in many foods, including ... wheat flour","Such residues, when consumed regularly, are found to cause serious health risks, including ... cancer",reported or repository-inferred association; not epidemiological proof of causation
rice,pesticide residue,cancer/carcinogenicity,directly joined in the same article,1,6,1,0,0,0,0,0.9,0.8812,0.8812,2.0292,milk-b993f201bb670e21,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,pesticide residues in our rice exports,"Such residues, when consumed regularly, are found to cause serious health risks, including ... cancer",reported or repository-inferred association; not epidemiological proof of causation
Milk,pesticide residue,food poisoning,directly joined in the same article,4,3,1,1,0,0,0,0.8875,0.8667,0.8667,1.9956,milk-b993f201bb670e21,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,"Pesticide residues can be found in significant amounts in many foods, including ... bovine milk","Such residues, when consumed regularly, are found to cause serious health risks, including: food poisoning",reported or repository-inferred association; not epidemiological proof of causation
Milk,maltodextrin,spike in blood sugar,directly joined in the same article,5,1,1,1,0,0,0,0.91,0.9,0.9,1.9775,milk-fa44bcc5515bda60,https://www.thehindu.com/news/national/andhra-pradesh/hazardous-chemicals-found-in-milk-during-raids-across-east-godavari/article70823682.ece,Maltodextrin was found in two samples,Maltodextrin powder is reportedly extracted from the starch of corn and it leads to a spike in blood sugar,reported or repository-inferred association; not epidemiological proof of causation
Milk,maltodextrin,affecting gut health,directly joined in the same article,5,1,1,1,0,0,0,0.91,0.9,0.9,1.9775,milk-fa44bcc5515bda60,https://www.thehindu.com/news/national/andhra-pradesh/hazardous-chemicals-found-in-milk-during-raids-across-east-godavari/article70823682.ece,Maltodextrin was found in two samples,"Maltodextrin powder is reportedly extracted from the starch of corn and it leads to a spike in blood sugar, affecting gut health.",reported or repository-inferred association; not epidemiological proof of causation
turmeric,lead chromate,kidney damage,directly joined in the same article,5,1,1,1,0,0,0,0.95,0.9,0.9,1.9775,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,"Lead chromate, which is used to give turmeric its bright yellow colour",Lead chromate... can seriously hurt the kidneys,reported or repository-inferred association; not epidemiological proof of causation
fish,formalin/formaldehyde,metabolic disturbances,directly joined in the same article,5,1,1,0,0,0,0,0.93,0.9,0.9,1.9775,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,used on fish to inhibit decay,substances like urea and formalin... may lead to metabolic disturbances,reported or repository-inferred association; not epidemiological proof of causation
fish,formalin/formaldehyde,multi-organ failure,directly joined in the same article,5,1,1,0,1,0,0,0.93,0.9,0.9,1.9775,milk-2d4c6eb27aa0b942,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,used on fish to inhibit decay,substances like urea and formalin... may lead to... organ failure,reported or repository-inferred association; not epidemiological proof of causation
Paneer,urea,cancer/carcinogenicity,directly joined in the same article,6,1,1,1,2,0,0,0.9143,0.85,0.85,1.9572,milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,fake paneer being produced using harmful chemicals such as urea,may even cause cancer in the long run,reported or repository-inferred association; not epidemiological proof of causation
Paneer,urea,stomach pain,directly joined in the same article,6,1,1,1,0,0,0,0.9143,0.85,0.85,1.9572,milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,fake paneer being produced using harmful chemicals such as urea,"Urea, detergent, and Tinopal, when ingested... initial symptoms of consumption include stomach pain",reported or repository-inferred association; not epidemiological proof of causation
Paneer,urea,vomiting,directly joined in the same article,6,1,1,1,0,0,0,0.9143,0.85,0.85,1.9572,milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,fake paneer being produced using harmful chemicals such as urea,"Urea, detergent, and Tinopal, when ingested, enter the bloodstream",reported or repository-inferred association; not epidemiological proof of causation
Paneer,refined oil,serious health risk,directly joined in the same article,5,2,1,1,0,0,0,0.93,0.85,0.85,1.9572,milk-15b9c81a4418943c,https://timesofindia.indiatimes.com/city/noida/paneer-seized-in-noida-from-aligarh-found-unsafe-case-filed-in-court/articleshow/122212904.cms,paneer was prepared using refined oil,"paneer was prepared using refined oil and a carbonate neutraliser instead of milk, posing a serious health risk",reported or repository-inferred association; not epidemiological proof of causation
Edible/cooking oil,total polar compounds,alzheimer s,directly joined in the same article,3,3,1,1,0,0,0,0.875,0.8667,0.8667,1.9043,oil-3ef2550fc329c436,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-fast-food-joint-s-cooking-oil-fails-quality-test-say-health-dept-101764785730988.html,Tests showed the oil had Total Polar Compounds (TPC) above permissible limits,"Reports link excessive TPC to diseases such as hypertension, atherosclerosis, Alzheimer's, and liver disorders",reported or repository-inferred association; not epidemiological proof of causation
cold drink,poison,death,directly joined in the same article,1,5,1,1,0,0,0,0.95,0.86,0.86,1.8896,milk-6917da6bccb6cce2,https://www.hindustantimes.com/india-news/father-poisons-three-children-then-dies-by-suicide-in-andhra-101767293359215.html,cold drink laced with poison,All three children seem to have died,reported or repository-inferred association; not epidemiological proof of causation
Curd/yoghurt,poison,death,directly joined in the same article,1,5,1,1,0,0,0,0.925,0.86,0.86,1.8896,milk-df00a55f8210de61,https://timesofindia.indiatimes.com/city/agra/woman-buys-poison-online-with-lovers-help-kills-hubby/articleshow/122910420.cms,spiked his curd,led to his death,reported or repository-inferred association; not epidemiological proof of causation
Paneer,formalin/formaldehyde,cancer/carcinogenicity,directly joined in the same article,1,4,1,1,0,0,0,0.9,0.9,0.9,1.8715,08675130-4804-4198-9157-40e7f9a9d248,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,Excessive Preservatives or Formalin: This is used to increase the shelf life of paneer,"can cause cancer, liver damage, or allergic reactions",reported or repository-inferred association; not epidemiological proof of causation
sweets,synthetic colours,health problems,directly joined in the same article,4,1,1,1,0,0,0,0.9,0.9,0.9,1.8715,milk-768bded20870f802,https://www.hindustantimes.com/cities/chandigarh-news/in-chandigarh-failed-food-samples-see-13-surge-in-a-year-101699040063114.html,using high-contrast synthetic colours in sweets,synthetic colours in sweets that can cause health problems,reported or repository-inferred association; not epidemiological proof of causation
Mustard oil,palm oil family,cardiovascular disease,directly joined in the same article,4,1,1,1,1,0,0,0.9,0.9,0.9,1.8715,af478a64-49c5-4253-b271-591bf8a3ce97,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,Mustard oil is said to be adulterated with cheap palm oil,"adulterated with cheap palm oil, which helps increase LDL bad cholesterol and cause heart attack",reported or repository-inferred association; not epidemiological proof of causation
kalakand,formalin/formaldehyde,cancer/carcinogenicity,directly joined in the same article,1,4,1,1,0,0,0,0.9,0.9,0.9,1.8715,9849e210-d94b-448b-885e-7bdffe11cfe9,https://www.newindianexpress.com/cities/delhi/2025/Oct/18/police-seize-over-6800-units-of-fake-desi-ghee-sweets-across-delhi,use of sodium formaldehyde sulfoxylate in the sweet preparation,"known to cause severe health issues, including carcinogenic effects",reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,palm oil family,increased cholesterol level,directly joined in the same article,4,1,1,1,0,0,0,0.925,0.9,0.9,1.8715,oil-efa17f7ff744c18c,https://timesofindia.indiatimes.com/city/indore/300kg-of-adulterated-mawa-seized-in-ujjain-ahead-of-diwali/articleshow/114594281.cms,"Milk powder, palm oil, vegetable oil, and food colour were the adulterants in the seized mawa.",Addition of palm oil significantly increases cholesterol level in the human body,reported or repository-inferred association; not epidemiological proof of causation
mangoes,calcium carbide,gastrointestinal diseases,directly joined in the same article,4,1,1,1,1,0,0,0.9,0.9,0.9,1.8715,oil-8c664dba9516ee5f,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,mangoes and bananas are artificially ripened using dangerous chemicals like calcium carbide,chemicals used in the ripening process are harmful when ingested,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,formalin/formaldehyde,cancer/carcinogenicity,directly joined in the same article,1,4,1,0,0,0,0,0.95,0.9,0.9,1.8715,milk-601312c7904467a2,https://thelogicalindian.com/fssai-orders-nationwide-crackdown-on-adulterated-milk-paneer-and-khoya-amid-festive-season-health-fears/,uncovering formaldehye in khoya batches,"formalin for preservation-each linked to severe health issues like kidney damage, gastrointestinal distress, and cancer risks",reported or repository-inferred association; not epidemiological proof of causation
turmeric,metanil yellow,cancer/carcinogenicity,directly joined in the same article,3,2,1,1,2,0,0,0.95,0.9,0.9,1.8715,milk-d5b2611e75b60517,https://www.sentinelassam.com/more-news/editorial/food-adulteration,"turmeric and chilli powder may be easily mixed with lead chromate, brick powder, or non-permitted artificial dyes like metanil yellow","metanil yellow and Rhodamine B, both of which are said to be carcinogenic",reported or repository-inferred association; not epidemiological proof of causation
vegetables,pesticide residue,health issues,directly joined in the same article,6,1,1,0,0,0,0,0.9111,0.8,0.8,1.8421,milk-e0280fded4cae9e7,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,vegetables — many of which contained pesticide residues,Continued intake of food with pesticides may lead to a range of health issues,reported or repository-inferred association; not epidemiological proof of causation
fruits,pesticide residue,health issues,directly joined in the same article,6,1,1,0,0,0,0,0.9,0.8,0.8,1.8421,milk-e0280fded4cae9e7,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"fruits, and vegetables — many of which contained pesticide residues",Continued intake of food with pesticides may lead to a range of health issues,reported or repository-inferred association; not epidemiological proof of causation
Edible/cooking oil,total polar compounds,liver disease,directly joined in the same article,3,2,1,1,0,0,0,0.875,0.875,0.875,1.8195,oil-d5e3fb8bdb8f3e49,https://timesofindia.indiatimes.com/life-style/food-news/dark-discoloration-high-tpc-levels-found-in-cooking-oil-of-famous-fast-food-chain-what-fssai-says-about-the-health-risks/articleshow/130833701.cms,TPC (Total Polar Compounds) levels in the cooking oil were found to be above permissible limits,Reports have related these compounds to several diseases such as ... liver disease,reported or repository-inferred association; not epidemiological proof of causation
Ghee,harmful chemicals,cancer/carcinogenicity,directly joined in the same article,2,3,1,1,0,0,0,0.8667,0.8667,0.8667,1.8022,ff092982-3b6e-4f4c-8194-6b8201ee1246,https://timesofindia.indiatimes.com/india/five-get-life-term-in-14-year-old-ghee-adulteration-case-in-up/articleshow/102686606.cms,converting vegetable oil into ghee using harmful chemicals,harmful chemicals which can cause cancer,reported or repository-inferred association; not epidemiological proof of causation
oil,total polar compounds,cancer/carcinogenicity,directly joined in the same article,1,4,1,1,0,0,0,0.9,0.8625,0.8625,1.7935,fdf1c95d-bda3-4130-a52e-6c3ed70ed7db,https://www.thehindu.com/news/national/andhra-pradesh/food-safety-officers-find-hygiene-violations-at-bakeries-in-vijayawada/article69089538.ece,high 'total polar compounds' in the oil,"high 'total polar compounds' in the oil, which can cause cancer",reported or repository-inferred association; not epidemiological proof of causation
Palm oil,total polar compounds,cancer/carcinogenicity,directly joined in the same article,1,4,1,1,0,0,0,0.9,0.8625,0.8625,1.7935,oil-fce8e94a4d2c92b5,https://www.freepressjournal.in/viral/mcdonalds-outlet-in-jaipur-under-scanner-after-food-safety-violations-found-during-surprise-check-40-liters-of-oil-40-kgs-rotten-tomatoes-destroyed,cooking oil used for frying food had crossed safe consumption limits,"increasing the formation of harmful substances, including carcinogenic compounds",reported or repository-inferred association; not epidemiological proof of causation
Paneer,analogue paneer,food poisoning,directly joined in the same article,4,1,1,1,2,0,0,0.925,0.85,0.85,1.7675,oil-9f16df2b7898747a,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,analogue paneer— a substitute made from vegetable fats,"pose significant public health risks, including food poisoning",reported or repository-inferred association; not epidemiological proof of causation
Paneer,analogue paneer,allergic reaction,directly joined in the same article,4,1,1,1,2,0,0,0.925,0.85,0.85,1.7675,oil-9f16df2b7898747a,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,analogue paneer— a substitute made from vegetable fats,including food poisoning and allergic reactions,reported or repository-inferred association; not epidemiological proof of causation
Mustard oil,palm oil family,cancer/carcinogenicity,directly joined in the same article,4,1,1,1,1,0,0,0.9,0.85,0.85,1.7675,af478a64-49c5-4253-b271-591bf8a3ce97,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,Mustard oil is said to be adulterated with cheap palm oil,"palm oil are also added to mustard oil, which can cause severe health issues including cancer",reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,detergent,kidney damage,directly joined in the same article,4,1,1,0,0,0,0,0.89,0.85,0.85,1.7675,milk-601312c7904467a2,https://thelogicalindian.com/fssai-orders-nationwide-crackdown-on-adulterated-milk-paneer-and-khoya-amid-festive-season-health-fears/,"adulterated milk, paneer, and khoya, targeting health risks from contaminants like detergents","detergents for froth, urea for density, starch for thickness, and even formalin for preservation-each linked to severe health issues like kidney damage",reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,diarrhoea,directly joined in the same article,2,3,1,1,0,0,0,0.85,0.9167,0.85,1.7675,milk-893e648483b23dfc,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/st-louis-county-e-coli-outbreak-lettuce-tests-negative-investigation-continues/articleshow/115606666.cms,Drinking unpasteurized beverages: This includes milk,strains of E coli that cause watery diarrhea,reported or repository-inferred association; not epidemiological proof of causation
Ghee,hydrogenated fats,clogs arteries,directly joined in the same article,5,1,1,1,0,0,0,0.91,0.8,0.8,1.7578,f392755d-eeca-465c-a865-90cda923db62,https://timesofindia.indiatimes.com/life-style/food-news/fake-desi-ghee-factory-busted-in-punjab-how-exactly-is-fake-ghee-made-and-how-to-spot-it/articleshow/124737410.cms,melted down and thickened with hydrogenated fats,"it clogs arteries, raises bad cholesterol, and can damage the liver",reported or repository-inferred association; not epidemiological proof of causation
