edge_id,corpus,food_pool,source_id,snippet_id,source_file_or_url,food,food_surface,adulterant,adulterant_surface,relation,confidence,evidence_span,specific_candidate
eaeeabe215384b67a045,News,Ghee,0b5a50e0-df3b-42ea-83c6-80bc16cf39fb,0b5a50e0-df3b-42ea-83c6-80bc16cf39fb_chunk_0001,https://www.opindia.com/2026/04/madhya-pradesh-khandwa-police-arrest-anwar-qureshi-fake-ghee-animal-fat-bones-skin-fir-details/,Ghee,ghee,animal skin,animal skin,hasadulterant,0.9,"fake ghee made using animal fat, skin and bones",True
bdf0554637d909a30345,News,Ghee,0b5a50e0-df3b-42ea-83c6-80bc16cf39fb,0b5a50e0-df3b-42ea-83c6-80bc16cf39fb_chunk_0001,https://www.opindia.com/2026/04/madhya-pradesh-khandwa-police-arrest-anwar-qureshi-fake-ghee-animal-fat-bones-skin-fir-details/,Ghee,ghee,animal bones,animal bones,hasadulterant,0.9,"fake ghee made using animal fat, skin and bones",True
0983bb61bb7d50d337b7,News,Ghee,0cd19c3c-bb47-44ab-b8f5-f06d0b49bdee,0cd19c3c-bb47-44ab-b8f5-f06d0b49bdee_chunk_0001,https://timesofindia.indiatimes.com/city/surat/massive-seizure-of-counterfeit-ghee-71-containers-confiscated-in-surat/articleshow/114157937.cms,Ghee,ghee,counterfeit ghee,Counterfeit Ghee,issubstitutefor,0.9,"containers look like the original product, but SUMUL officials confirmed that they were counterfeit",True
3e133ff7bc9de920f8c3,News,Ghee,0d14295d-a954-4163-8974-ecb51bd464e8,0d14295d-a954-4163-8974-ecb51bd464e8_chunk_0002,https://timesofindia.indiatimes.com/city/vijayawada/sit-exposes-how-bhole-baba-dairy-outwitted-tirupati-trust-supplied-68-lakh-kgs-of-spurious-ghee-for-five-yrs/articleshow/125205772.cms,Ghee,spurious ghee,mono glycerides,mono glycerides,hasadulterant,0.9,sourced various other chemicals such as mono glycerides,True
9e9b85dd0548d6b022ef,News,Ghee,0d14295d-a954-4163-8974-ecb51bd464e8,0d14295d-a954-4163-8974-ecb51bd464e8_chunk_0002,https://timesofindia.indiatimes.com/city/vijayawada/sit-exposes-how-bhole-baba-dairy-outwitted-tirupati-trust-supplied-68-lakh-kgs-of-spurious-ghee-for-five-yrs/articleshow/125205772.cms,Ghee,spurious ghee,acetic acid ester,acetic acid ester,hasadulterant,0.9,"sourced various other chemicals such as mono glycerides, acetic acid ester",True
93cb21ba937213713b2a,News,Ghee,0d14295d-a954-4163-8974-ecb51bd464e8,0d14295d-a954-4163-8974-ecb51bd464e8_chunk_0002,https://timesofindia.indiatimes.com/city/vijayawada/sit-exposes-how-bhole-baba-dairy-outwitted-tirupati-trust-supplied-68-lakh-kgs-of-spurious-ghee-for-five-yrs/articleshow/125205772.cms,Ghee,spurious ghee,artificial ghee essence,artificial ghee essence,hasadulterant,0.9,"sourced various other chemicals such as mono glycerides, acetic acid ester, lactic acid, beta carotene, artificial ghee essence",True
f6c9011a90663a932f7a,News,Ghee,0d3d65f1-ed69-4173-8d2c-607947b89aca,0d3d65f1-ed69-4173-8d2c-607947b89aca_chunk_0002,https://timesofindia.indiatimes.com/city/nagpur/diwali-gift-hampers-under-fda-lens-during-special-drive/articleshow/94996448.cms,Milk,milk,adulterant,adulterant,hasadulterant,0.75,khoya and milk are often adulterated during Diwali,False
511572740800eb8769c5,News,Ghee,0d96e6b1-57f6-4555-8711-703a6c818eea,0d96e6b1-57f6-4555-8711-703a6c818eea_chunk_0001,https://www.indiatoday.in/cities/hyderabad/story/hyderabad-4-seasons-restaurant-raid-food-safety-hygiene-violations-2690857-2025-03-08?utm_source=rss,Ghee,ghee,mosquitoes and houseflies,mosquitoes and houseflies,hasadulterant,0.9,found ghee stored within its premises to be infested with mosquitoes and houseflies,True
924489021bb14d0cd5a3,News,Ghee,0e464dfa-d504-4806-9005-c1ba38758bf8,0e464dfa-d504-4806-9005-c1ba38758bf8_chunk_0002,https://www.deccanchronicle.com/southern-states/andhra-pradesh/spiked-ghee-flowed-in-as-ttd-neglected-plant-inspections-for-six-years-1920554,Ghee,ghee,adulterant in ghee,Adulterant in ghee,hasadulterant,0.85,"supply of ghee, including its adulterated consignments",True
a62f9f54ebd7fa111bd2,News,Ghee,0e464dfa-d504-4806-9005-c1ba38758bf8,0e464dfa-d504-4806-9005-c1ba38758bf8_chunk_0004,https://www.deccanchronicle.com/southern-states/andhra-pradesh/spiked-ghee-flowed-in-as-ttd-neglected-plant-inspections-for-six-years-1920554,Ghee,ghee,unspecified adulterant,unspecified adulterant,hasadulterant,0.9,enabled adulterated ghee to enter TTD stores,False
8b8902a9427fd74232c1,News,Ghee,0ea7c6a7-d2c1-498f-aa00-f3fc942206ed,0ea7c6a7-d2c1-498f-aa00-f3fc942206ed_chunk_0002,https://starofmysore.com/minister-warns-of-attachment-of-properties-of-those-involved-in-fake-nandini-ghee-racket/,Ghee,fake Nandini ghee,colouring powders,colouring powders,hasadulterant,0.85,"huge quantities of fake Nandini ghee and other products, packing materials, colouring powders and other materials that were used for adulteration were seized",True
7be7958081f3cab4e977,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,soybean,soybean,hasadulterant,0.85,detected possible adulterants such as soybean,True
d97f33395deb106619b5,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,sunflower oil,sunflower oil,hasadulterant,0.85,"detected possible adulterants such as soybean, sunflower, rapeseed, cottonseed, fish oil and lard",True
64da68798697df49358c,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,rapeseed,rapeseed,hasadulterant,0.85,"detected possible adulterants such as soybean, sunflower, rapeseed",True
fd55a3bc522026c9bdfd,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,cottonseed,cottonseed,hasadulterant,0.85,"detected possible adulterants such as soybean, sunflower, rapeseed, cottonseed",True
1dcd6a1da323430cd214,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,fish oil,fish oil,hasadulterant,0.9,"detected possible adulterants such as soybean, sunflower, rapeseed, cottonseed, fish oil and lard",True
d8b87a03f20005c50a56,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,lard/pig fat,lard,hasadulterant,0.9,"detected possible adulterants such as soybean, sunflower, rapeseed, cottonseed, fish oil and lard",True
7be7958081f3cab4e977,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0001,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,soybean,soybean,hasadulterant,0.85,detected possible adulterants such as soybean,True
207fd8afe51bf609a714,News,Ghee,0ef4d3e4-844c-47ee-a430-8f171ec4c000,0ef4d3e4-844c-47ee-a430-8f171ec4c000_chunk_0002,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,Ghee,ghee,harmful substances,harmful substances,hasadulterant,0.7,enabled the use of harmful substances in ghee production,True
ff02857ae20f3615c2b5,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,spurious ghee,refined oil,refined oil,hasadulterant,0.9,manufacturing spurious ghee by using refined oil,True
49740111fe3bad7b2e93,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,ghee,vegetable oil/fat,vegetable oil,hasadulterant,0.9,"manufacturing spurious ghee by using refined oil, vegetable oil and cheap palmolein oil",True
15b6df7b98d5201df800,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,ghee,palm oil family,palmolein oil,hasadulterant,0.9,"manufacturing spurious ghee by using refined oil, vegetable oil and cheap palmolein oil",True
bc7fce83dbe6e7c31a57,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,spurious ghee,refined soybean oil,refined soybean oil,hasadulterant,0.9,seized 3 tins of refined soybean oil for making ghee,True
b064c5a736723300780c,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,spurious ghee,flavor,flavor,hasadulterant,0.85,bottle of flavor to prepare ghee,True
32105bbe42b21d7b1abe,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,ghee,refined oil,refined oil,hasadulterant,0.9,manufacturing spurious ghee by using refined oil,True
959eec93bbae162954ed,News,Ghee,0f7493be-b335-4851-9029-9e87ba0da155,0f7493be-b335-4851-9029-9e87ba0da155_chunk_0002,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,Ghee,ghee,fake ghee,fake ghee,issubstitutefor,0.85,fake famous brand of ghee,True
7e82c03fa068965e0b35,News,Ghee,0facca96-d90c-4f21-ba98-356f7f6b1622,0facca96-d90c-4f21-ba98-356f7f6b1622_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/10k-litre-of-spurious-ghee-seized-in-jaipur-fake-ghee-operation-uncovered/articleshow/107898461.cms,Ghee,ghee,fake ghee,Fake Ghee,issubstitutefor,0.9,packaging and sale of fake desi ghee,True
6c34a8c155694c7c6ce7,News,Ghee,102a4953-33a2-4842-827e-987e3bb6ce7a,102a4953-33a2-4842-827e-987e3bb6ce7a_chunk_0001,https://www.financialexpress.com/india-news/tirupati-laddu-row-cm-chandrababu-naidu-accuses-ysrcp-of-compromising-sacredness-of-laddus-with-adulterated-ghee/3616993/,Ghee,ghee,animal fat,animal fat,hasadulterant,0.75,allegations of adulterated ghee and presence of animal fat,True
48a968b695a4f22ef818,News,Ghee,1248419c-d314-4ded-858b-f8920ae5a2f6,1248419c-d314-4ded-858b-f8920ae5a2f6_chunk_0001,https://www.thehindu.com/news/cities/kozhikode/food-safety-dept-in-kozhikode-to-begin-drive-to-check-adulteration-ahead-of-onam/article68572481.ece,jaggery,jaggery,banned colours,banned colours,hasadulterant,0.95,Banned colours were found to have been used in jaggery,True
c13ecbaaf97db9f46b42,News,Ghee,1248419c-d314-4ded-858b-f8920ae5a2f6,1248419c-d314-4ded-858b-f8920ae5a2f6_chunk_0001,https://www.thehindu.com/news/cities/kozhikode/food-safety-dept-in-kozhikode-to-begin-drive-to-check-adulteration-ahead-of-onam/article68572481.ece,Milk,milk,urea,urea,hasadulterant,0.95,seized litres of urea-mixed milk,True
096316299332440cf647,News,Ghee,141518ef-ce68-4969-bb2a-66f56733fab2,141518ef-ce68-4969-bb2a-66f56733fab2_chunk_0001,https://www.deccanchronicle.com/southern-states/andhra-pradesh/sit-intensifies-probe-of-adulterated-ghee-in-tirumala-laddus-1826886,Ghee,ghee,animal fat,animal fat,hasadulterant,0.85,"adulterated ghee, possibly containing animal fat",True
b32987a31b4790cb262b,News,Ghee,14b13e6d-9ebe-4258-86e8-30edfdccbc63,14b13e6d-9ebe-4258-86e8-30edfdccbc63_chunk_0003,https://indianexpress.com/article/cities/hyderabad/tirumala-laddu-controversy-high-tech-food-lab-ghee-test-10547682/,Ghee,ghee,adulterated ghee,adulterated ghee,hasadulterant,0.85,adulterated ghee was used to make laddus,False
1d9b4d1a689b98d78f89,News,Ghee,164f43df-a069-4197-9854-e7bd9fc78fae,164f43df-a069-4197-9854-e7bd9fc78fae_chunk_0001,https://www.deccanchronicle.com/southern-states/andhra-pradesh/adulterated-ghee-made-with-animal-fat-seized-in-pithapuram-1915349,Ghee,ghee,animal fat,animal fat,hasadulterant,0.95,adulterated ghee allegedly made using cow and other animal fat,True
9c75b9fc19c1eb9204ba,News,Ghee,164f43df-a069-4197-9854-e7bd9fc78fae,164f43df-a069-4197-9854-e7bd9fc78fae_chunk_0001,https://www.deccanchronicle.com/southern-states/andhra-pradesh/adulterated-ghee-made-with-animal-fat-seized-in-pithapuram-1915349,Ghee,ghee,animal fat,animal fat,issubstitutefor,0.9,adulterated ghee allegedly made using cow and other animal fat,True
0ab7502453f708720f30,News,Ghee,175b299b-b57f-47bf-b137-6d077aae2e90,175b299b-b57f-47bf-b137-6d077aae2e90_chunk_0002,https://www.thehansindia.com/news/cities/tirupathi/ttd-faces-row-over-fake-silk-dupattas-1030272,silk dupatta,Silk Dupatta,polyester,Polyester,hasadulterant,0.9,"material was made of polyester in both warp and weft, not the mulberry silk",True
6274947c499294ac8006,News,Ghee,178d6244-50cd-4bea-8e16-f951f6227a8c,178d6244-50cd-4bea-8e16-f951f6227a8c_chunk_0001,https://www.hindustantimes.com/cities/chandigarh-news/punjab-maximum-adulteration-in-paneer-desi-ghee-says-health-minister-101754510094173.html,Paneer,paneer,starch,starch,hasadulterant,0.85,starch or some chemicals were used to make them,True
53cd451abec165ffb7ff,News,Ghee,178d6244-50cd-4bea-8e16-f951f6227a8c,178d6244-50cd-4bea-8e16-f951f6227a8c_chunk_0001,https://www.hindustantimes.com/cities/chandigarh-news/punjab-maximum-adulteration-in-paneer-desi-ghee-says-health-minister-101754510094173.html,Paneer,paneer,chemicals,chemicals,hasadulterant,0.85,starch or some chemicals were used to make them,False
6ec3a91bacd7599fd78f,News,Ghee,17cf7411-332c-4ff5-ac37-7e258dcf6f30,17cf7411-332c-4ff5-ac37-7e258dcf6f30_chunk_0002,https://www.freepressjournal.in/bhopal/mp-truck-full-of-substandard-mawa-seized-in-bhopal-samples-sent-for-testing-in-ratlam-as-food-dept-cracks-down-on-eateries-sweet-shops-ahead-of-diwali,Khoya/mawa,mawa,unknown adulterant,unknown adulterant,hasadulterant,0.75,The mava is said to be adulterated,False
dfb93a2bf7be0464b5cc,News,Ghee,18d3d3db-af87-40ee-b5ba-6f2ef24540c4,18d3d3db-af87-40ee-b5ba-6f2ef24540c4_chunk_0002,https://timesofindia.indiatimes.com/city/hyderabad/ttd-ex-chiefs-close-aide-held-in-laddu-ghee-adulteration-case/articleshow/124967340.cms,Ghee,ghee,beef tallow,beef tallow,hasadulterant,0.85,laddus to be adulterated with beef tallow,True
0df26e78d4f38fb9b0d7,News,Ghee,18d3d3db-af87-40ee-b5ba-6f2ef24540c4,18d3d3db-af87-40ee-b5ba-6f2ef24540c4_chunk_0002,https://timesofindia.indiatimes.com/city/hyderabad/ttd-ex-chiefs-close-aide-held-in-laddu-ghee-adulteration-case/articleshow/124967340.cms,Ghee,ghee,fish oil,fish oil,hasadulterant,0.85,"adulterated with beef tallow, fish oil",True
5f0c0ab7dc9b6bc16878,News,Ghee,18d3d3db-af87-40ee-b5ba-6f2ef24540c4,18d3d3db-af87-40ee-b5ba-6f2ef24540c4_chunk_0002,https://timesofindia.indiatimes.com/city/hyderabad/ttd-ex-chiefs-close-aide-held-in-laddu-ghee-adulteration-case/articleshow/124967340.cms,Ghee,ghee,lard/pig fat,pig lard,hasadulterant,0.85,fish oil and pig lard,True
4cc9046f15ba236381e6,News,Ghee,18f4411e-1d84-42c5-835a-97436ad30c7c,18f4411e-1d84-42c5-835a-97436ad30c7c_chunk_0004,https://timesofindia.indiatimes.com/city/vijayawada/tirupati-laddu-row-tdp-raises-doubts-over-ghee-procurement-at-ttd-at-unviable-rates-during-ysrcp-term/articleshow/113877332.cms,Tirupati laddu,Tirupati Laddu,adulterated ghee,adulterated ghee,hasadulterant,0.85,use of adulterated ghee in the preparation of the sacred Tirupati Laddu prasadams,False
0744dbd1882bf5da3ee6,News,Ghee,1933f8f5-8812-4e24-85bd-cdbdc83f929e,1933f8f5-8812-4e24-85bd-cdbdc83f929e_chunk_0001,https://www.deccanchronicle.com/southern-states/andhra-pradesh/over-20-crore-laddus-were-made-with-adulterated-ghee-chandrababu-naidu-1939513,laddu,laddu,adulterated ghee,adulterated ghee,hasadulterant,0.95,20 crore laddus were made with adulterated ghee,False
9b0425b497bf46d14b0f,News,Ghee,1a066d87-0093-4ca8-9c10-84c004b76c48,1a066d87-0093-4ca8-9c10-84c004b76c48_chunk_0001,https://economictimes.indiatimes.com/news/new-updates/6500-litres-of-fake-ghee-found-by-food-regulator-during-a-raid-in-delhi-and-haryana/articleshow/131825461.cms,Ghee,ghee,vegetable oil/fat,vegetable oils,hasadulterant,0.95,contained a mixture of vegetable oils,True
a333c2b5e9e7186c79fd,News,Ghee,1a066d87-0093-4ca8-9c10-84c004b76c48,1a066d87-0093-4ca8-9c10-84c004b76c48_chunk_0001,https://economictimes.indiatimes.com/news/new-updates/6500-litres-of-fake-ghee-found-by-food-regulator-during-a-raid-in-delhi-and-haryana/articleshow/131825461.cms,Ghee,ghee,non dairy constituents,non-dairy constituents,hasadulterant,0.9,and other non-dairy constituents,True
fae48e61ac19115bdebd,News,Ghee,1a066d87-0093-4ca8-9c10-84c004b76c48,1a066d87-0093-4ca8-9c10-84c004b76c48_chunk_0002,https://economictimes.indiatimes.com/news/new-updates/6500-litres-of-fake-ghee-found-by-food-regulator-during-a-raid-in-delhi-and-haryana/articleshow/131825461.cms,Ghee,ghee,vegetable oil/fat,vegetable fat,hasadulterant,0.9,manufactured with vegetable and animal fat as per the lab report,True
5bce86ca73c350c8f13a,News,Ghee,1a066d87-0093-4ca8-9c10-84c004b76c48,1a066d87-0093-4ca8-9c10-84c004b76c48_chunk_0002,https://economictimes.indiatimes.com/news/new-updates/6500-litres-of-fake-ghee-found-by-food-regulator-during-a-raid-in-delhi-and-haryana/articleshow/131825461.cms,Ghee,ghee,animal fat,animal fat,hasadulterant,0.9,manufactured with vegetable and animal fat as per the lab report,True
efbbf73f3617b14fcdd4,News,Ghee,1a5662be-51ba-443e-bf80-bc187bcdb62b,1a5662be-51ba-443e-bf80-bc187bcdb62b_chunk_0002,https://indianexpress.com/article/india/tirupati-laddu-animal-fat-ghee-probe-9697368/,Tirupati laddu,Tirupati laddu,animal fat,animal fat,hasadulterant,0.75,allegation of using animal fat in making laddu,True
7f254906b1542db4a017,News,Ghee,1a806023-ac1d-4da2-924e-25821c2554f5,1a806023-ac1d-4da2-924e-25821c2554f5_chunk_0001,https://www.thehansindia.com/andhra-pradesh/tirumala-ghee-row-triggers-political-firestorm-in-council-1053822,Tirupati laddu,Tirumala laddu,ghee,ghee,hasadulterant,0.75,alleged ghee adulteration in Tirumala laddu prasadam,True
d7c4109688623f579c70,News,Ghee,1a87f314-ec7e-4407-96f2-0995e8d26fc0,1a87f314-ec7e-4407-96f2-0995e8d26fc0_chunk_0002,https://www.hindustantimes.com/india-news/tirumala-now-hit-by-rs-54-crore-silk-shawl-scam-after-adulterated-ghee-and-donation-rows-101765378656376.html,Ghee,ghee,animal fat,animal fat,hasadulterant,0.9,supplying ghee adulterated with animal fat,True
7ba21106abe9e527135b,News,Ghee,1ae756d4-675e-4a08-bc7d-ba6a3e922d5d,1ae756d4-675e-4a08-bc7d-ba6a3e922d5d_chunk_0001,https://timesofindia.indiatimes.com/city/jaipur/bikaner-raid-seizes-765kg-adulterated-ghee/articleshow/128655523.cms,Ghee,ghee,unknown adulterant in ghee,unknown adulterant in ghee,hasadulterant,0.75,producing adulterated ghee,True
fee26b1cfbbe03ecbfd6,News,Ghee,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98_chunk_0001,https://www.indiatoday.in/india/andhra-pradesh/story/ttd-tirumala-tirupati-devasthanams-cbi-laddu-ghee-adulteration-fake-devotee-andhra-pradesh-2736980-2025-06-06?utm_source=rss,Ghee,ghee,palm oil family,palm oil,hasadulterant,0.9,not ghee at all but a harmful mix of palm oil,True
81b20eaec2a383f8c449,News,Ghee,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98_chunk_0001,https://www.indiatoday.in/india/andhra-pradesh/story/ttd-tirumala-tirupati-devasthanams-cbi-laddu-ghee-adulteration-fake-devotee-andhra-pradesh-2736980-2025-06-06?utm_source=rss,Ghee,ghee,chemicals,chemicals,hasadulterant,0.85,harmful mix of palm oil and chemicals,False
fee26b1cfbbe03ecbfd6,News,Ghee,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98_chunk_0001,https://www.indiatoday.in/india/andhra-pradesh/story/ttd-tirumala-tirupati-devasthanams-cbi-laddu-ghee-adulteration-fake-devotee-andhra-pradesh-2736980-2025-06-06?utm_source=rss,Ghee,ghee,palm oil family,palm oil,hasadulterant,0.9,not ghee at all but a harmful mix of palm oil,True
a0610c3a635c4eb2833d,News,Ghee,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98,1b1069d2-3f50-4dd3-a8bd-0aeed6bacf98_chunk_0001,https://www.indiatoday.in/india/andhra-pradesh/story/ttd-tirumala-tirupati-devasthanams-cbi-laddu-ghee-adulteration-fake-devotee-andhra-pradesh-2736980-2025-06-06?utm_source=rss,Ghee,ghee,palm oil family,palm oil,issubstitutefor,0.9,not ghee at all but a harmful mix of palm oil,True
e15e7406fa4ed01b92fb,News,Ghee,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a_chunk_0002,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,Ghee,ghee,palm oil family,palm oil,hasadulterant,0.95,ghee was reportedly blended with palm oil,True
fca1cb956c9fdc1d88b6,News,Ghee,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a_chunk_0002,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,Ghee,ghee,palm oil family,palm kernel oil,hasadulterant,0.95,"ghee was reportedly blended with palm oil, palm kernel oil",True
5999ec61ab6ebeaf75b3,News,Ghee,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a_chunk_0002,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,Ghee,ghee,palm oil family,palmolein,hasadulterant,0.95,"ghee was reportedly blended with palm oil, palm kernel oil, and palmolein",True
24b908a3a086a07ca99d,News,Ghee,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a_chunk_0002,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,Ghee,ghee,beta carotene,beta-carotene,hasadulterant,0.9,"chemicals like beta-carotene, acetic acid ester, and artificial ghee flavour",True
b5998469bac98881d74a,News,Ghee,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a_chunk_0002,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,Ghee,ghee,acetic acid ester,acetic acid ester,hasadulterant,0.9,"chemicals like beta-carotene, acetic acid ester, and artificial ghee flavour",True
67eb13efb1d6ef1a26a3,News,Ghee,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a,1bb0d3e5-6f04-4d91-a899-8b6f59bc228a_chunk_0002,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/12/sit-grills-ex-tirumala-tirupati-devasthanams-additional-eo-in-ghee-adulteration-case,Ghee,ghee,artificial ghee flavour,artificial ghee flavour,hasadulterant,0.9,"chemicals like beta-carotene, acetic acid ester, and artificial ghee flavour",True
7dfef45041e3d6e35a3a,News,Ghee,1bb265a5-4066-4df8-a54c-13e353af732e,1bb265a5-4066-4df8-a54c-13e353af732e_chunk_0001,https://timesofindia.indiatimes.com/city/indore/3400l-adulterated-ghee-seized-factory-sealed/articleshow/124919369.cms,Ghee,ghee,vegetable oil/fat,vegetable oil/fat,issubstitutefor,0.9,confirmed that this was not milk fat but suspected vegetable oil/fat,True
4052aedc25dc9faa3d9d,News,Ghee,1bb265a5-4066-4df8-a54c-13e353af732e,1bb265a5-4066-4df8-a54c-13e353af732e_chunk_0001,https://timesofindia.indiatimes.com/city/indore/3400l-adulterated-ghee-seized-factory-sealed/articleshow/124919369.cms,Ghee,ghee,vegetable oil/fat,vegetable oil/fat,hasadulterant,0.85,suspected vegetable oil/fat,True
4b7dc29b9cd8ad6e0dbb,News,Ghee,1c7ea343-020a-4266-9854-b12ebfa2cf50,1c7ea343-020a-4266-9854-b12ebfa2cf50_chunk_0001,https://timesofindia.indiatimes.com/city/hyderabad/sit-arrests-ttd-official-in-laddu-ghee-adulteration-case/articleshow/125623060.cms,Ghee,ghee,adulterated ghee,adulterated ghee,hasadulterant,0.85,68 lakh kg of adulterated ghee worth Rs 250 crore was supplied,False
2a28f3f11473f2e4293a,News,Ghee,1c7ea343-020a-4266-9854-b12ebfa2cf50,1c7ea343-020a-4266-9854-b12ebfa2cf50_chunk_0002,https://timesofindia.indiatimes.com/city/hyderabad/sit-arrests-ttd-official-in-laddu-ghee-adulteration-case/articleshow/125623060.cms,Ghee,ghee,adulterant in ghee,adulterant in ghee,hasadulterant,0.9,supply of spurious ghee,True
