corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,vegetable oil,detectedby,Sugar test,1,1,0.9,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,indicates the presence of foreign substances like vegetable oil
News,Ghee,Sugar test,producesindicator,pink or red colour,1,1,0.9,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,If a pink or red colour develops
News,Ghee,vanaspati,detectedby,Sugar test,1,1,0.9,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,indicates the presence of adulterants like vanaspati
News,Ghee,starch,detectedby,Sugar test,1,1,0.85,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,indicates the presence of adulterants like vanaspati or starch
News,Ghee,ghee quality testing,isperformedat,Gujarat lab,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/cbi-led-sit-intensifies-probe-into-adulterated-ghee-controversy-929831,samples were sent to a Gujarat lab
News,Ghee,analysis of seized ghee samples,isperformedat,Central Food Technological Research Institute,1,1,0.85,https://www.thehindu.com/news/national/karnataka/kmfs-vigilance-squad-seizes-over-8700-litres-of-ghee/article38103459.ece,"awaiting a report from different laboratories, including Central Food Technological Research Institute"
News,Ghee,ghee analysis,isperformedat,"ICAR-NDRI, Karnal",1,1,0.9,https://timesofindia.indiatimes.com/blogs/secularati/the-vendetta-vortex-are-fake-cases-strangling-indias-democratic-soul/,"tested at ICAR-NDRI, Karnal"
News,Ghee,Food Safety on Wheels,producesindicator,80 parameters of quality,1,1,0.85,https://www.newindianexpress.com/cities/kochi/2022/apr/12/food-safety-on-wheels-2440851.html,test about 80 parameters of quality across food categories
News,Ghee,formaldehyde,detectedby,testing kits and laboratories,1,1,0.85,https://www.newindianexpress.com/cities/kochi/2022/apr/12/food-safety-on-wheels-2440851.html,testing kits and laboratories are able to detect only commonly used adulterants like formaldehyde
News,Ghee,palm oil,detectedby,Raman spectroscopy,1,1,0.85,https://timesofindia.indiatimes.com/etimes/wellness/study-reveals-fake-ghee-from-carrot-extract-can-pass-quality-tests-but-is-it-really-healthier-than-real-ghee/articleshow/131433320.cms,spectroscopic methods can catch palm oil at much lower concentrations
News,Ghee,palm oil,detectedby,chromatography,1,1,0.85,https://timesofindia.indiatimes.com/etimes/wellness/study-reveals-fake-ghee-from-carrot-extract-can-pass-quality-tests-but-is-it-really-healthier-than-real-ghee/articleshow/131433320.cms,"tools like Raman spectroscopy, chromatography, machine learning"
News,Ghee,visual inspection of color,producesindicator,pale color,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,pale color of ghee could be indicative of preservatives
News,Ghee,visual inspection of color,producesindicator,golden color,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,Ghee in its purest form has a golden color
News,Ghee,visual inspection of color,producesindicator,translucent and clear,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,When held against light it should appear translucent and clear
News,Ghee,Palm Test,producesindicator,melting instantly,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,if it starts melting instantly then the ghee is pure
News,Ghee,Water Test,producesindicator,ghee floats,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,if the ghee floats it is unadulterated
News,Ghee,Water Test,producesindicator,ghee sinks,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,if it sinks then the ghee is infused with addons
News,Ghee,Salt Test,producesindicator,ghee turned red,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,if the ghee has turned red it means it is adulterated
News,Ghee,Aroma and Flavor test,producesindicator,burnt smell,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,The burnt smell could be because of the presence of water or addons.
News,Ghee,starch,detectedby,Iodine Test,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,Add two drops of Iodine solution to ghee if it turns purple
News,Ghee,Boil Test,producesindicator,burnt smell,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,if it starts smelling as burnt then you know it is not pure ghee
News,Ghee,Boil Test,producesindicator,bubbles and steam,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,Bubbles and steam when boiling the ghee are also indicative of adulterated ghee
News,Ghee,Boil Test,producesindicator,layers forming,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,If you see layers forming in the jar there is a presence of some other oil
News,Ghee,NDDB testing finding,identifies,foreign fats,1,1,0.9,https://www.siasat.com/tirupati-laddu-row-fssai-issues-show-cause-notice-to-ghee-supplier-3101731/,ghee samples from AR Dairy Foods failed safety standards and contained foreign fats
News,Ghee,animal body fat,detectedby,Baudouin test,1,1,0.9,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,"Baudouin test (for animal fats, hydrogenated fat, vanaspati and refined vegetable oil)"
News,Ghee,vanaspati,detectedby,Baudouin test,1,1,0.9,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,"Baudouin test (for animal fats, hydrogenated fat, vanaspati and refined vegetable oil)"
News,Ghee,vegetable oils,detectedby,Baudouin test,1,1,0.9,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,"Baudouin test (for animal fats, hydrogenated fat, vanaspati and refined vegetable oil)"
News,Ghee,sesame oil,detectedby,furfural test,1,1,0.9,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,furfural test (for sesame oil)
News,Ghee,gas chromatography,isperformedas,fso:Analysis,1,1,0.75,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,Gas chromatography is considered the ideal technique for testing of milk fat
News,Ghee,gas chromatography,producesindicator,chromatogram,1,1,0.9,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,"leaves its signature on the chromatogram, a graph that emerges as a result of chromatography"
News,Ghee,IncidentFinding: ghee adulterated with animal fat,identifies,animal fat,1,1,0.8,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,showing the ghee from Tirupati temple as purportedly being adulterated with animal fat
News,Ghee,S-value analysis,producesindicator,S-value deviation,1,1,0.85,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,"Any deviation from these limits could mean adulteration, with different foreign fats indicated by deviations in different S-values."
News,Ghee,laboratory analysis,isperformedon,samples of the suspected food items,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seize-suspected-adulterated-food-items-worth-14-35-lakh-101726859521928.html,samples of the suspected food items are sent to the laboratory for analysis
News,Ghee,CFTRI lab test,identifies,vegetable oils,1,1,0.9,https://economictimes.indiatimes.com/news/india/pure-ghee-or-not-ttd-procured-over-70-lakh-kg-without-mandatory-quality-tests-commission-report/articleshow/130727275.cms,"CFTRI lab test conducted on August 3, 2022, confirmed adulteration with vegetable oils"
News,Ghee,detailed examination,isperformedat,"State Food Laboratory, Bhopal",1,1,0.9,https://www.freepressjournal.in/ujjain/ujjain-adulterated-ghee-seized-from-unhel-firm,"sent to the State Food Laboratory, Bhopal for detailed examination"
News,Ghee,laboratory testing,isperformedon,sealed samples,1,1,0.85,https://timesofindia.indiatimes.com/city/ranchi/ranchi-district-boosts-food-safety-measures-ahead-of-durga-puja-with-raids-on-sweet-shops/articleshow/124097658.cms,sealed samples for laboratory testing
News,Ghee,NDDB CALF Lab Analysis,isperformedat,NDDB CALF Lab,1,1,0.95,https://www.thehindu.com/news/national/food-safety-authority-issues-show-cause-notice-to-firm-on-contamination-in-tirupati-laddus/article68674512.ece,"NDDB CALF Lab at Anand, Gujarat"
News,Ghee,ghee samples contained foreign fats,identifies,foreign fats,1,1,0.9,https://www.thehindu.com/news/national/food-safety-authority-issues-show-cause-notice-to-firm-on-contamination-in-tirupati-laddus/article68674512.ece,ghee samples used in the Tirupati laddus contained foreign fats
News,Ghee,Adulteration tests on ghee samples,isperformedat,CFTRI-Mysore,1,1,0.95,https://timesofindia.indiatimes.com/city/vijayawada/adulterated-ghee-former-ttd-procurement-gm-colluded-with-dairy-firms-says-sit/articleshow/125660944.cms,Samples ... were sent to CFTRI-Mysore for tests
News,Ghee,Adulteration tests on ghee samples,isperformedon,Cow ghee samples,1,1,0.9,https://timesofindia.indiatimes.com/city/vijayawada/adulterated-ghee-former-ttd-procurement-gm-colluded-with-dairy-firms-says-sit/articleshow/125660944.cms,draw samples of cow ghee supplied in tins and tankers
News,Ghee,testing of food samples,isperformedat,food analyst laboratory,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/9-business-operators-in-chandigarh-5-in-mohali-fined-for-food-safety-violations-101760388148937.html,sent to the food analyst laboratory for testing
News,Ghee,Analysis of ghee samples,isperformedat,NDDB-Calf,1,1,0.85,https://timesofindia.indiatimes.com/city/madurai/madras-high-court-orders-fssai-to-investigate-adulterated-ghee-supply-to-ttd/articleshow/113915728.cms,lab reports of samples by Gujarat-based NDDB-Calf
News,Ghee,Texture and aroma test,producesindicator,"rich, grainy texture and strong nutty smell",1,1,0.85,https://www.hindustantimes.com/lifestyle/health/cow-ghee-vs-desi-ghee-experts-explain-the-basic-difference-and-if-one-is-healthier-than-the-other-101772727532569.html,"Pure ghee has a rich, grainy texture and a strong nutty smell"
News,Ghee,Taste test,producesindicator,caramelised flavour,1,1,0.85,https://www.hindustantimes.com/lifestyle/health/cow-ghee-vs-desi-ghee-experts-explain-the-basic-difference-and-if-one-is-healthier-than-the-other-101772727532569.html,Authentic desi ghee has a slightly caramelised flavour
News,Ghee,laboratory analysis,isperformedon,ghee samples from Jalna,1,1,0.9,https://www.rediff.com/news/report/fda-seizes-adulterated-ghee-worth-rs-13-lakh-in-jalna/20260604.htm,collected for laboratory analysis
News,Ghee,laboratory examination,isperformedon,Samples of the ghee,1,1,0.9,https://www.newindianexpress.com/states/odisha/2021/jan/31/another-fake-ghee-and-honey-making-unit-busted-in-cuttack-2257497.html,Samples of the ghee have been collected by the food safety officials and sent to laboratory for examination
News,Ghee,slanting surface test,producesindicator,white trail,1,1,0.9,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-out-of-134-samples-25-items-fail-food-safety-test-in-three-months-101697652910066.html,"If the milk leaves a white trail, it is pure"
News,Ghee,ghee adulteration analysis,isperformedat,CFTRI lab,1,1,0.9,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/09/yv-subba-reddys-role-found-to-be-suspicious-in-ttd-ghee-adulteration-case-sit,ghee samples from suppliers be sent to Mysore's CFTRI lab for testing
News,Ghee,TTD ghee adulteration finding,identifies,vegetable oil,1,1,0.95,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/09/yv-subba-reddys-role-found-to-be-suspicious-in-ttd-ghee-adulteration-case-sit,lab report received in August 2022 showed that all samples contained vegetable oil
News,Ghee,adulteration of ghee with vegetable oils,identifies,vegetable oils,1,1,0.95,https://timesofindia.indiatimes.com/city/amaravati/ttd-blacklists-contractor-for-supplying-substandard-ghee/articleshow/111967824.cms,lab tests confirmed that the ghee supplied to the TTD was adulterated with vegetable oils
News,Ghee,vegetable oils,detectedby,lab tests,1,1,0.9,https://timesofindia.indiatimes.com/city/amaravati/ttd-blacklists-contractor-for-supplying-substandard-ghee/articleshow/111967824.cms,lab tests confirmed that the ghee supplied to the TTD was adulterated with vegetable oils
News,Ghee,testing of various ingredients,isperformedat,FSSAI lab,1,1,0.85,https://timesofindia.indiatimes.com/city/amaravati/ttd-blacklists-contractor-for-supplying-substandard-ghee/articleshow/111967824.cms,state of the art FSSAI lab will also be soon set up at Tirumala in order to facilitate the testing of various ingredients
News,Ghee,doughnut adulteration finding,identifies,artificial colouring,1,1,0.95,https://www.newindianexpress.com/cities/bengaluru/2025/Apr/29/fda-finds-excessive-use-of-artificial-colours-in-popular-doughnut-brand-flags-it-unsafe-for-consumption,investigation revealed that the treats contained high levels of artificial colouring
News,Ghee,laboratory analysis,isperformedon,91 samples,1,1,0.9,https://www.deccanchronicle.com/southern-states/telangana/drive-finds-violations-in-milk-ghee-sales-1951963,91 samples were collected from various districts for laboratory analysis
News,Ghee,analysis,isperformedon,milk,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/forensics-lab-steps-in-over-adulterated-milk-tragedy-1939633,"collected samples of curd, ghee, vinegar and milk and sent them for analysis"
News,Ghee,analysis,isperformedat,food labs in Hyderabad and Kakinada,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/forensics-lab-steps-in-over-adulterated-milk-tragedy-1939633,sent them for analysis to the food labs in Hyderabad and Kakinada
News,Ghee,ghee purity test,producesindicator,cholesterol structure peaking,1,1,0.85,https://timesofindia.indiatimes.com/city/ahmedabad/adulterated-ghee-seized-in-gujarat-beware-of-duplicate-branded-ghee/articleshow/106168455.cms,"If the ghee is pure, we find the cholesterol structure peaking during the tests"
News,Ghee,Ghee Adulteration Finding,identifies,lard,1,1,0.95,https://timesofindia.indiatimes.com/city/vijayawada/tirupati-prasadam-row-ttd-lodges-police-complaint-against-ar-dairy-foods-for-supplying-ghee-adulterated-with-animal-fats/articleshow/113674467.cms,lab reports confirmed that the ghee was adulterated with lard
News,Ghee,Ghee Adulteration Finding,identifies,fish oil,1,1,0.95,https://timesofindia.indiatimes.com/city/vijayawada/tirupati-prasadam-row-ttd-lodges-police-complaint-against-ar-dairy-foods-for-supplying-ghee-adulterated-with-animal-fats/articleshow/113674467.cms,"lab reports confirmed that the ghee was adulterated with lard (pig fat), fish oil, palm oil, and beef tallow"
News,Ghee,Ghee Adulteration Finding,identifies,palm oil,1,1,0.95,https://timesofindia.indiatimes.com/city/vijayawada/tirupati-prasadam-row-ttd-lodges-police-complaint-against-ar-dairy-foods-for-supplying-ghee-adulterated-with-animal-fats/articleshow/113674467.cms,"lab reports confirmed that the ghee was adulterated with lard (pig fat), fish oil, palm oil, and beef tallow"
News,Ghee,Ghee Adulteration Finding,identifies,beef tallow,1,1,0.95,https://timesofindia.indiatimes.com/city/vijayawada/tirupati-prasadam-row-ttd-lodges-police-complaint-against-ar-dairy-foods-for-supplying-ghee-adulterated-with-animal-fats/articleshow/113674467.cms,"lab reports confirmed that the ghee was adulterated with lard (pig fat), fish oil, palm oil, and beef tallow"
News,Ghee,hydrochloric acid sugar test,producesindicator,adulteration in ghee,1,1,0.85,https://economictimes.indiatimes.com/news/new-updates/ghee-purity-test-fssai-shares-5-minute-method-to-check-adulteration-at-home/articleshow/129829271.cms,simple home test that can help identify whether your ghee is pure or adulterated
News,Ghee,ghee purity test,producesindicator,no colour change,1,1,0.95,https://economictimes.indiatimes.com/news/new-updates/ghee-purity-test-fssai-shares-5-minute-method-to-check-adulteration-at-home/articleshow/129829271.cms,Pure (Unadulterated) Ghee: No colour change will be seen
News,Ghee,ghee purity test,producesindicator,red or pink colour,1,1,0.9,https://economictimes.indiatimes.com/news/new-updates/ghee-purity-test-fssai-shares-5-minute-method-to-check-adulteration-at-home/articleshow/129829271.cms,"This reaction produces a red or pink colour, indicating adulteration"
News,Ghee,starch test,producesindicator,failed preliminary test,1,1,0.85,https://timesofindia.indiatimes.com/city/ranchi/1400-kg-adulterated-paneer-seized-in-dhanbad-bus-raid/articleshow/129516820.cms,"District food safety officer Dr Raja Kumar, who led the operation, conducted an on-the-spot starch test on the paneer samples. All the samples failed the preliminary test."
News,Ghee,Subway inspection finding,identifies,rotten lettuce,1,1,0.85,https://www.siasat.com/hyderabad-kondapur-biryani-outlet-scores-92-pc-in-food-safety-3492900/,Subway branch where rotten lettuce and unlabelled vegetables were found
News,Ghee,allegation of adulterated ghee,identifies,animal fats,1,1,0.9,https://www.sentinelassam.com/breakingnews/tirupati-laddu-row-ghee-supplier-denies-allegations-of-adulteration,ghee laced with animal fats was used
News,Ghee,E-Tongue,producesindicator,micro-level quality deterioration,1,1,0.8,https://www.thehindubusinessline.com/news/e-tongue-e-nose-lab-to-test-ghee-quality-in-tirumala-soon-andhra-health-minister/article70669784.ece,E-Tongue and E-Nose ultra modern food laboratory services can detect even micro-level quality deterioration in ghee
News,Ghee,E-Nose,producesindicator,micro-level quality deterioration,1,1,0.8,https://www.thehindubusinessline.com/news/e-tongue-e-nose-lab-to-test-ghee-quality-in-tirumala-soon-andhra-health-minister/article70669784.ece,E-Tongue and E-Nose ultra modern food laboratory services can detect even micro-level quality deterioration in ghee
News,Ghee,E-Tongue,producesindicator,taste patterns,1,1,0.9,https://www.thehindubusinessline.com/news/e-tongue-e-nose-lab-to-test-ghee-quality-in-tirumala-soon-andhra-health-minister/article70669784.ece,"the E-Tongue system, being procured from France, is capable of detecting even micro-level deterioration in ghee and other raw materials by analysing taste patterns with high precision"
News,Ghee,E-Nose,producesindicator,aroma profiles,1,1,0.9,https://www.thehindubusinessline.com/news/e-tongue-e-nose-lab-to-test-ghee-quality-in-tirumala-soon-andhra-health-minister/article70669784.ece,the E-Nose system functions by assessing aroma profiles
News,Ghee,vegetable fats,detectedby,lab reports,1,1,0.85,https://www.newindianexpress.com/states/andhra-pradesh/2026/May/03/commission-report-flags-ttds-procurement-of-over-70-lakh-kg-ghee-without-mandatory-testing,suppressed lab reports that confirmed the presence of vegetable fats
News,Ghee,vegetable oils,detectedby,Î²-Sitosterol testing,1,1,0.9,https://www.newindianexpress.com/states/andhra-pradesh/2026/May/03/commission-report-flags-ttds-procurement-of-over-70-lakh-kg-ghee-without-mandatory-testing,confirmed adulteration with vegetable oils through the presence of Î²-Sitosterol
News,Ghee,CFTRI lab test,isperformedat,Central Food Technological Research Institute,1,1,0.95,https://www.newindianexpress.com/states/andhra-pradesh/2026/May/03/commission-report-flags-ttds-procurement-of-over-70-lakh-kg-ghee-without-mandatory-testing,Central Food Technological Research Institute (CFTRI) lab test
News,Ghee,Î²-Sitosterol testing,producesindicator,presence of Î²-Sitosterol,1,1,0.9,https://www.newindianexpress.com/states/andhra-pradesh/2026/May/03/commission-report-flags-ttds-procurement-of-over-70-lakh-kg-ghee-without-mandatory-testing,confirmed adulteration with vegetable oils through the presence of Î²-Sitosterol
News,Ghee,milk drop trail test,producesindicator,white trail,1,1,0.85,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,If the drop moves slowly leaving a white trail that means milk is pure
News,Ghee,green vegetables blotting paper test,requireskit,moistened white blotting paper,1,1,0.85,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,Take a small quantity of green vegetables and a piece of moistened white blotting paper
News,Ghee,blotting paper colour test,producesindicator,green colour impression on paper,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,"if the paper gives an impression of green colour, it means vegetables are adulterated"
News,Ghee,lead chromate,detectedby,water test for turmeric,1,1,0.85,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,Take a small quantity of turmeric whole in a glass of water
News,Ghee,water test for turmeric,producesindicator,water turns bright yellow,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,"if water turns bright yellow, it means adulteration"
News,Ghee,iron filings,detectedby,magnet test for tea,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,put tea leaves on a glass plate and move a magnet through it
News,Ghee,water test for colour streaks,producesindicator,colour streaks,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,leave streaks behind
News,Ghee,visual examination of bark layers,producesindicator,several layers in between rough outer and innermost smooth layers,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,adulterated cinnamon comprises several layers in between
News,Ghee,clay,detectedby,water sediment test,1,1,0.85,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,The adulterated coffee will have clay sediments at the bottom of the glass
News,Ghee,water sediment test,producesindicator,sediments at the bottom,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,have clay sediments at the bottom of the glass
News,Ghee,chalk,detectedby,water solubility test,1,1,0.85,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,Salt adulterated with chalk makes water slightly white
News,Ghee,water solubility test,producesindicator,impurities,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,leaves impurities
News,Ghee,analysis of 28 samples,isperformedat,SMC Public Health Laboratory,1,1,0.9,https://timesofindia.indiatimes.com/city/surat/smc-seizes-797-kg-adulterated-dairy-products-in-5-day-drive/articleshow/125352948.cms,sent them to the SMC Public Health Laboratory for analysis
News,Ghee,finding of palm oil in ghee,identifies,palm oil,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/sajjala-accuses-naidu-of-politicising-tirumala-ghee-row-seeks-cbi-probe/article70267707.ece,detected traces of palm oil and palm stearin in ghee samples
News,Ghee,finding of palm oil in ghee,identifies,palm stearin,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/sajjala-accuses-naidu-of-politicising-tirumala-ghee-row-seeks-cbi-probe/article70267707.ece,detected traces of palm oil and palm stearin in ghee samples
News,Ghee,urea,detectedby,water froth test,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,"identify adulteration with urea or detergent by taking 10 ml of milk in a glass, adding 10 ml of water and stirring it"
News,Ghee,detergent,detectedby,water froth test,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,"identify adulteration with urea or detergent by taking 10 ml of milk in a glass, adding 10 ml of water and stirring it"
News,Ghee,water froth test,producesindicator,froth forms on the surface,1,1,0.95,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,"If froth forms on the surface, the milk is likely to be adulterated"
News,Ghee,maize flour,detectedby,iodine test,1,1,0.95,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,add two or three drops of iodine to a sample of milk
News,Ghee,starchy substances,detectedby,iodine test,1,1,0.95,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,add two or three drops of iodine to a sample of milk
News,Ghee,iodine test,producesindicator,milk turns blue,1,1,0.95,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,"If the milk turns blue, it indicates adulteration"
News,Ghee,iodine solution test,producesindicator,colour changes to blue,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,adding two or three drops of iodine solution. If the colour changes to blue
News,Ghee,water testing,isperformedat,NABL-accredited labs,1,1,0.9,https://www.freepressjournal.in/indore/surprise-checks-at-school-canteens-for-food-safety-indore-collector-orders-hygiene-review,water testing through NABL-accredited labs
News,Ghee,DART,producesindicator,distinguish between pure and adulterated products,1,1,0.8,https://www.bombaynews.net/news/274230441/india-food-regulation-authority-fssai-launches-initiatives-to-curb-food-adulteration,the DART booklet equips consumers with easy-to-follow instructions and pictorial representations to distinguish between pure and adulterated products
News,Ghee,water,detectedby,slanted surface test,1,1,0.85,https://www.republicworld.com/health/is-the-milk-you-are-drinking-pure-4-easy-fssai-approved-ways-to-test-its-purity-at-home,Adulterated milk mixed with water will flow immediately without leaving any white mark
News,Ghee,slanted surface test,producesindicator,white trail,1,1,0.85,https://www.republicworld.com/health/is-the-milk-you-are-drinking-pure-4-easy-fssai-approved-ways-to-test-its-purity-at-home,"Pure milk will either remain in place or flow slowly, leaving a white trail"
News,Ghee,detergent,detectedby,shaking test,1,1,0.9,https://www.republicworld.com/health/is-the-milk-you-are-drinking-pure-4-easy-fssai-approved-ways-to-test-its-purity-at-home,"If the milk contains detergent, it will produce dense lather or foam."
News,Ghee,detection of starch in ghee or butter,requireskit,iodine solution,1,1,0.85,https://www.republicworld.com/health/is-the-milk-you-are-drinking-pure-4-easy-fssai-approved-ways-to-test-its-purity-at-home,Add 2 to 3 drops of iodine solution
News,Ghee,iodine solution test,producesindicator,blue colour,1,1,0.9,https://www.republicworld.com/health/is-the-milk-you-are-drinking-pure-4-easy-fssai-approved-ways-to-test-its-purity-at-home,Add 2 to 3 drops of iodine solution. Result: A blue colour indicates the presence of starch
News,Ghee,regular quality tests,isperformedon,samples of each batch,1,1,0.9,https://indianexpress.com/article/cities/chandigarh/complaints-punjab-desi-ghee-panjiri-anganwadis-9495949/,regular quality tests were being conducted with samples of each batch
News,Ghee,quality tests,isperformedat,Punjab Biotechnology Incubator,1,1,0.85,https://indianexpress.com/article/cities/chandigarh/complaints-punjab-desi-ghee-panjiri-anganwadis-9495949/,labs of the Punjab Biotechnology Incubator
News,Ghee,on-the-spot testing,requireskit,milk-o-screen,1,1,0.9,https://www.siasat.com/food-safety-dept-inspects-milk-distribution-centres-in-hyderabad-3179521/,equipped with milk-o-screen devices... conduct on-the-spot testing
News,Ghee,testing,isperformedat,SMC laboratory,1,1,0.9,https://timesofindia.indiatimes.com/city/surat/surat-sees-13-fold-spike-in-fake-substandard-food/articleshow/127917193.cms,Samples collected during raids are sent for testing at the SMC laboratory
