snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,2-Class Sampling Plan,fflo:SamplingPlan,,fflo:hasDefinition,"Satisfactory, if all the values observed are ≤ m",xsd:string,,0.95,"Satisfactory, if all the values observed are ≤ m"
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,2-Class Sampling Plan,fflo:SamplingPlan,,fflo:hasDefinition,"Unsatisfactory, if one or more of the values observed are >m",xsd:string,,0.95,"Unsatisfactory, if one or more of the values observed are >m"
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,3-Class Sampling Plan,fflo:SamplingPlan,,fflo:hasDefinition,"Acceptable, if a maximum of c values are between m and M",xsd:string,,0.95,"Acceptable, if a maximum of c values are between m and M"
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,3-Class Sampling Plan,fflo:FoodStandard,,fflo:hasDefinition,"Unsatisfactory, if one or more of the values observed are > M or more than prescribed c values are >m",xsd:string,,0.95,"Unsatisfactory, if one or more of the values observed are > M or more than prescribed c values are >m"
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,FSSAI Manual of Method of Analysis of Foods (Microbiological Testing),fflo:DetectionMethod,,fflo:definedIn,Reference test methods,fflo:RegulatoryDocument,,0.9,Test methods prescribed in FSSAI Manual of Method of Analysis of Foods (Microbiological Testing) may also be referred
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,Aerobic Plate Count at 30 °C,fflo:LaboratoryTest,,fflo:forProperty,IS 5402/ ISO:4833,ssn:Property,,0.95,Aerobic Plate Count at 30 °C by the pour plate technique- IS 5402/ ISO:4833
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,Yeast and Mold Count,ssn:Property,,fflo:forProperty,IS 5403,fflo:PermissibleLimit,,0.95,Method for Yeast and Mold Count of Food Stuffs and Animal feed- IS 5403
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,ISO 21527-1,fflo:DetectionMethod,,fflo:producesIndicator,Yeast and Mold Count,ssn:Property,,0.95,Colony count technique in products with water activity greater than 0.95-ISO 21527-1
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,ISO 21527-2,fflo:DetectionMethod,,fflo:producesIndicator,Yeast and Mold Count,ssn:Property,,0.95,Colony count technique in products with water activity less than 0.95-ISO 21527-2
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,IS/ISO 7402,fflo:LaboratoryTest,,fflo:producesIndicator,Enterobacteriaceae,fflo:DetectionIndicator,,0.95,Enterobacteri and Colony-count Technique- IS/ISO 7402
src_pdf_006_chunk_0036,src_pdf_006,markdown/appendix_b_1.md,pdf,36,ISO 21528-2,fflo:Microorganism,,fflo:detectedBy,Enterobacteriaceae,fflo:DetectionMethod,,0.95,Horizontal methods for the detection and enumeration of Enterobacteriaceae- Part 2:Colony- count method-ISO 21528-2
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887: Part 2,fflo:Microorganism,,fflo:detectedBy,Staphylococcus aureus,fflo:DetectionMethod,,0.95,"Isolation, identification and enumeration of Staphylococcus aureus"
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887: Part 2,fflo:Microorganism,,fflo:detectedBy,faecal streptococci,fflo:DetectionMethod,,0.95,"Isolation, identification and enumeration of ... faecal streptococci"
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887 (Part 8/Sec 1),fflo:Microorganism,,fflo:detectedBy,Staphylococcus aureus,fflo:DetectionMethod,,0.95,Enumeration of Coagulase-Positive Staphylococci/ (Staphylococcus aureus
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887 (Part 8/Sec 1),fflo:DetectionMethod,,fflo:identifies,Coagulase-Positive Staphylococci,fflo:Microorganism,,0.95,Enumeration of Coagulase-Positive Staphylococci
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887 (Part 8/Sec 1),fflo:DetectionMethod,,prov:used,baird-parker agar medium,fkg:Ingredient,,0.95,Technique using baird-parker agar medium
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887 (Part 8/Sec 2),fflo:Microorganism,,fflo:detectedBy,Staphylococcus aureus,fflo:DetectionMethod,,0.95,Enumeration of Coagulase-Positive Staphylococci/ (Staphylococcus aureus
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887 (Part 8/Sec 2),fflo:DetectionMethod,,fflo:identifies,Coagulase-Positive Staphylococci,fflo:Microorganism,,0.95,Enumeration of Coagulase-Positive Staphylococci
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887 (Part 8/Sec 2),fflo:DetectionMethod,,prov:used,rabbit plasma fibrinogen agar medium,fkg:Ingredient,,0.95,Technique using rabbit plasma fibrinogen agar medium
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887: Part 3,fflo:RegulatoryDocument,,fflo:identifies,Salmonella,fflo:Microorganism,,0.95,Detection of Salmonella
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,ISO 6579,fflo:Microorganism,,fflo:detectedBy,Salmonella spp.,fflo:DetectionMethod,,0.95,detection of Salmonella spp.
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,ISO 15213,fflo:Microorganism,,fflo:detectedBy,sulfite-reducing bacteria,fflo:DetectionMethod,,0.95,enumeration of sulfite-reducing bacteria
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,IS 5887-6,fflo:LaboratoryTest,,fflo:producesIndicator,Bacillus cereus,fflo:DetectionIndicator,,0.95,"Enumeration of Preservative Bacillus Cereus, Bacillus cereus"
src_pdf_006_chunk_0037,src_pdf_006,markdown/appendix_b_1.md,pdf,37,ISO 7932,fflo:LaboratoryTest,,fflo:producesIndicator,Bacillus cereus,fflo:Microorganism,,0.95,enumeration of presumptive Bacillus cereus
src_pdf_006_chunk_0046,src_pdf_006,markdown/appendix_b_1.md,pdf,46,InHouseTesting,fflo:FoodBusinessOperator,,fflo:hasObligation,in-house testing,fflo:TestingRequirement,,0.9,for in-house testing only
src_pdf_006_chunk_0046,src_pdf_006,markdown/appendix_b_1.md,pdf,46,alternative analytical methods,fflo:DetectionMethod,,fflo:appliesTo,regulatory compliance purpose,fflo:ObligationType,,0.95,these methods shall not be applicable for regulatory compliance purpose
src_pdf_006_chunk_0046,src_pdf_006,markdown/appendix_b_1.md,pdf,46,n,fflo:SamplingPlan,,fflo:hasDefinition,Number of units comprising a sample,xsd:string,,0.95,n = Number of units comprising a sample
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,IS: 5887 Part3,fflo:DetectionMethod,,fflo:isPerformedAs,Test Methods,fflo:DetectionMethod,,0.85,Test Methods6 IS: 5887 Part3
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,"IS: 14988, Part 1",fflo:LaboratoryTest,,fflo:isPerformedAs,Test Methods,fso:Analysis,,0.85,"IS: 14988, Part 1"
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,ISO 15213,fflo:RegulatoryDocument,,fflo:hasDefinition,Test Methods,fflo:DetectionMethod,,0.85,ISO 15213
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,"IS:5887, (Part V)",fflo:DetectionMethod,,fflo:isPerformedAs,Test Methods,fflo:DetectionMethod,,0.85,"IS:5887, (Part V)"
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,Fresh,fflo:FoodCategory,,fflo:hasDefinition,The whole fruits and vegetables that are sold fresh.,xsd:string,,0.95,Fresh: The whole fruits and vegetables that are sold fresh.
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,Cut or minimally processed and packaged including juices,fflo:FoodCategory,,fflo:hasDefinition,Fruits and vegetables which are washed or sanitized or peeled or cut up and made in to juice and packed.,xsd:string,,0.95,Cut or minimally processed and packaged including juices: Fruits and vegetables which are washed or sanitized or peeled or cut up and made in to juice and packed.
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,Fermented or pickled or acidified or with preservatives,fflo:FoodCategory,,fflo:hasDefinition,"Fruits and vegetables including their products which are preserved using living ferments like yeast, bacterium, mold, enzyme or in brine to produce lactic acid or marinating and storing it in an acid solution, usually vinegar (acetic acid), salt and sugar.",xsd:string,,0.95,"Fermented or pickled or acidified or with preservatives: Fruits and vegetables including their products which are preserved using living ferments like yeast, bacterium, mold, enzyme or in brine to produce lactic acid or marinating and storing it in an acid solution, usually vinegar (acetic acid), salt and sugar."
src_pdf_006_chunk_0041,src_pdf_006,markdown/appendix_b_1.md,pdf,41,Pasteurized Juices,fflo:FoodCategory,,fflo:hasDefinition,Fruit and vegetable juices that are subjected to pasteurization to destroy or inactivate harmful microorganisms.,xsd:string,,0.95,Pasteurized Juices: Fruit and vegetable juices that are subjected to pasteurization to destroy or inactivate harmful microorganisms.
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,sample units intended for microbiological examination,fflo:FoodBusinessOperator,,fflo:hasObligation,Preservatives,fflo:TestingRequirement,,0.95,Preservatives shall not be added to sample units
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,sample units,fso:Analysis,,fso:isPerformedAt,notified laboratory,fso:Laboratory,,0.95,submitted to the notified laboratory
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,ev_sample_set_0001,fflo:SamplingPlan,,fflo:governsSampling,5,fso:SampleType,,0.95,A set (n) of five samples
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,ev_sample_set_0001,fso:Analysis,,fso:isPerformedAt,three different accredited laboratories,fso:Laboratory,,0.95,tested from three different accredited laboratories
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,ev_sample_set_0001,fso:SampleType,,fflo:hasDefinition,final decision shall be drawn based on three test results,xsd:string,,0.95,final decision shall be drawn based on three test results
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,microbiological testing,fflo:FoodBusinessOperator,,fflo:hasObligation,NoRetesting,fflo:ObligationType,,0.95,no provision for retesting or re-sampling
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,testing in laboratory,fso:Analysis,,fflo:compliesWith,reference test methods,fflo:FoodStandard,,0.95,ensured as per reference test methods
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,Food Business Operator,fflo:FoodBusinessOperator,,fflo:hasObligation,PerformTesting,fflo:ObligationType,,0.95,FBO shall perform testing as appropriate
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,Food Business Operator,fflo:FoodBusinessOperator,,fflo:hasObligation,EnsureCompliance,fflo:ObligationType,,0.95,ensure validation and verification of compliance
src_pdf_006_chunk_0045,src_pdf_006,markdown/appendix_b_1.md,pdf,45,Food Business Operator,fflo:FoodBusinessOperator,,fflo:hasObligation,DecideFrequencies,fflo:ObligationType,,0.95,FBO shall decide themselves the necessary sampling and testing frequencies
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,fruit juice,fkg:Ingredient,,0.95,prepared from fruit juice and water
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,water,fkg:Ingredient,,0.95,prepared from fruit juice and water
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,carbonated water,fkg:Ingredient,,0.95,or carbonated water
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,sugar,fkg:Ingredient,,0.95,"containing sugar, dextrose, invert sugar"
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,dextrose,fkg:Ingredient,,0.95,"containing sugar, dextrose, invert sugar"
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,invert sugar,fkg:Ingredient,,0.95,"containing sugar, dextrose, invert sugar"
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,liquid glucose,fkg:Ingredient,,0.95,or liquid glucose
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,peel oil,fkg:Ingredient,,0.7,which may contain peel oil
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Carbonated fruit beverages,fkg:Food,,fkg:hasIngredient,fruit essences,fkg:Ingredient,,0.7,and fruit essences
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Frozen,fflo:FoodCategory,,fflo:hasDefinition,Fruits and vegetables including their products which are subjected to a freezing process and maintained at temperature of -180C,xsd:string,,0.95,subjected to a freezing process and maintained at temperature of -180C
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Dehydrated or dried,fflo:FoodCategory,,fflo:hasDefinition,Fruits and vegetables including their products which are preserved by removing most of their water content following an appropriate dehydrating process,xsd:string,,0.95,preserved by removing most of their water content
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Thermally processed,fflo:FoodCategory,,fflo:hasDefinition,Fruits and vegetables including their products which are processed by heat in an appropriate manner before or after being sealed in a container so as to prevent spoilage,xsd:string,,0.95,processed by heat in an appropriate manner
src_pdf_006_chunk_0042,src_pdf_006,markdown/appendix_b_1.md,pdf,42,Retort processed,fflo:FoodCategory,,fflo:hasDefinition,"Fruits and vegetables including their products which are canned or flexible packaged, processed by retorting",xsd:string,,0.95,"canned or flexible packaged, processed by retorting"
src_pdf_006_chunk_0055,src_pdf_006,markdown/appendix_b_1.md,pdf,55,FBO,fflo:FoodBusinessOperator,,fflo:hasObligation,ProcessHygieneImprovement,fflo:ObligationType,,0.95,FBO shall: check and improve process hygiene
src_pdf_006_chunk_0055,src_pdf_006,markdown/appendix_b_1.md,pdf,55,ProcessHygieneImprovement,fflo:FoodBusinessOperator,,fflo:hasObligation,Schedule 4 (Part IV) of FSS (Licensing and Registration of Food Businesses) Regulations,fflo:ObligationType,,0.95,implementation of guidelines in Schedule 4 (Part IV)
src_pdf_006_chunk_0055,src_pdf_006,markdown/appendix_b_1.md,pdf,55,FBO,fflo:FoodBusinessOperator,,fflo:hasObligation,ComplianceWithFoodSafetyCriteria,fflo:ObligationType,,0.95,Ensure that all food safety criteria's as specified in Table -5B are complied with
src_pdf_006_chunk_0055,src_pdf_006,markdown/appendix_b_1.md,pdf,55,ComplianceWithFoodSafetyCriteria,fflo:ObligationType,,fflo:specifiedIn,Table -5B,fflo:TableReference,,0.95,food safety criteria's as specified in Table -5B
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,c,fflo:SamplingPlan,,fflo:hasDefinition,Maximum allowable number of units having microbiological counts above m for 2- class sampling plan and between m and M for 3- class sampling,xsd:string,,0.95,c = Maximum allowable number of units having microbiological counts above m
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,m,fflo:SamplingPlan,,fflo:hasDefinition,Microbiological limit that separates unsatisfactory from satisfactory in a 2- class sampling plan or acceptable from satisfactory in a 3-class sampling,xsd:string,,0.95,m = Microbiological limit that separates unsatisfactory from satisfactory
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,M,fflo:PermissibleLimit,,fflo:hasDefinition,Microbiological limit that separates unsatisfactory from satisfactory in a 3-class sampling plan,xsd:string,,0.95,M = Microbiological limit that separates unsatisfactory from satisfactory
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,2-Class Sampling Plan,fflo:SamplingPlan,,fflo:hasDefinition,"where n, c and m are specified",fflo:SamplingPlan,,0.95,"2-Class Sampling Plan (where n, c and m are specified)"
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,3-Class Sampling Plan,fflo:SamplingPlan,,fflo:hasDefinition,"where n, c, m and M are specified",xsd:string,,0.95,"3-Class Sampling Plan (where n, c, m and M are specified)"
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,Aerobic Plate Count,fflo:DetectionMethod,,fflo:specifiedIn,IS 5402/ ISO:4833,fflo:RegulatoryDocument,,0.95,Aerobic Plate Count ... IS 5402/ ISO:4833
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,IS 5402/ ISO:4833,fflo:TableReference,,fflo:hasDefinition,Microbiology of the food chain - Horizontal method for the enumeration of microorganisms - Part 1: Colony count at 30°C by the pour plate technique,xsd:string,,0.95,Microbiology of the food chain - Horizontal method for the enumeration of microorganisms
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,Reference test methods,fflo:RegulatoryDocument,,fflo:hasDefinition,latest version shall apply,xsd:string,,0.95,Reference test methods- latest version shall apply
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,ISO method adopted by the BIS,fflo:RegulatoryDocument,,fflo:hasDefinition,"latest version of the ISO method (or its BIS equivalent, if available) shall apply",xsd:string,,0.95,"latest version of the ISO method (or its BIS equivalent, if available) shall apply"
src_pdf_006_chunk_0047,src_pdf_006,markdown/appendix_b_1.md,pdf,47,FSSAI Manual of Methods of Analysis of Foods (Microbiological Testing),fflo:RegulatoryDocument,,fflo:definedIn,Process Hygiene Criteria and Food Safety Criteria,fflo:FoodStandard,,0.9,Test methods prescribed in FSSAI Manual ... for Process Hygiene Criteria and Food Safety Criteria
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,IS 5887: Part 3,fflo:Microorganism,,fflo:detectedBy,Salmonella,fflo:DetectionMethod,,0.95,Methods for the Detection of Salmonella- IS 5887: Part 3
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,ISO 11290-1,fflo:Microorganism,,fflo:detectedBy,Listeria monocytogenes,fflo:DetectionMethod,,0.95,detection and enumeration of Listeria monocytogenes... ISO 11290-1
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,ISO 11290-1,fflo:Microorganism,,fflo:detectedBy,Listeria spp.,fflo:DetectionMethod,,0.95,detection and enumeration of... other Listeria spp. - Part 1... ISO 11290-1
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,ISO 15213,fflo:Microorganism,,fflo:detectedBy,sulfite-reducing Bacteria,fflo:DetectionMethod,,0.95,enumeration of sulfite-reducing Bacteria... ISO 15213
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,"IS:5887, (Part V)",fflo:Microorganism,,fflo:detectedBy,Vibrio cholerae,fflo:DetectionMethod,,0.95,"Isolation, identification and enumeration of Vibrio cholerae... IS:5887, (Part V)"
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,"IS:5887, (Part V)",fflo:Microorganism,,fflo:detectedBy,Vibrio parahaemolyticus,fflo:DetectionMethod,,0.95,"Isolation, identification and enumeration of... Vibrio parahaemolyticus - IS:5887, (Part V)"
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,ISO/TS 39,fflo:Microorganism,,fflo:detectedBy,Vibrio parahaemolyticus,fflo:DetectionMethod,,0.95,Detection of Vibrio parahaemolyticus... ISO/TS 39
src_pdf_006_chunk_0049,src_pdf_006,markdown/appendix_b_1.md,pdf,49,ISO/TS 39,fflo:Microorganism,,fflo:detectedBy,Vibrio cholerae,fflo:DetectionMethod,,0.95,Detection of... Vibrio cholerae-ISO/TS 39
src_pdf_006_chunk_0053,src_pdf_006,markdown/appendix_b_1.md,pdf,53,Fermented meat product,fflo:FoodCategory,,fflo:hasDefinition,"Chopped or ground meat products that have under gone ageing process and developed characteristics low pH, unique flavour, taste, texture and long shelf life through action of desirable microorganisms.",xsd:string,,0.95,Fermented meat product: Chopped or ground meat products that have under gone ageing process
src_pdf_006_chunk_0053,src_pdf_006,markdown/appendix_b_1.md,pdf,53,Fresh meat,fflo:FoodCategory,,fflo:hasDefinition,Meat that has not been treated in any way to ensure its preservation.,xsd:string,,0.95,Fresh meat: Meat that has not been treated in any way to ensure its preservation
src_pdf_006_chunk_0053,src_pdf_006,markdown/appendix_b_1.md,pdf,53,Frozen meat,fflo:FoodCategory,,fflo:hasDefinition,"Fresh meat which has been washed with potable water, chilled and subjected to freezing in an appropriate equipment in such a way that product attains a temperature of -180C or colder at the thermal centre after thermal stabilization.",xsd:string,,0.95,"Frozen meat: Fresh meat which has been washed with potable water, chilled and subjected to freezing"
src_pdf_006_chunk_0053,src_pdf_006,markdown/appendix_b_1.md,pdf,53,Raw marinated/minced/comminuted meat,fflo:FoodCategory,,fflo:hasDefinition,meat with or without bones which has been reduced to fragments by cutting/grinding/dicing/chopping/milling and/or marinated and with or without additives.,xsd:string,,0.95,Raw marinated/minced/comminuted meat: meat with or without bones which has been reduced to fragments
src_pdf_006_chunk_0053,src_pdf_006,markdown/appendix_b_1.md,pdf,53,Semi-cooked /Smoked Meat/meat food Product,fflo:FoodCategory,,fflo:hasDefinition,"Partially heat treated and/ or smoked meat and meat product, that will require additional heat treatment before consumption.",xsd:string,,0.95,Semi-cooked /Smoked Meat/meat food Product: Partially heat treated and/ or smoked meat
src_pdf_006_chunk_0053,src_pdf_006,markdown/appendix_b_1.md,pdf,53,Slaughter,fflo:Processing,,fflo:hasDefinition,"Means killing of an animal for food employing a human method not inconsistent with the provisions of the prevention of cruelty to Animal act, 1960 (54 of 1960) in an authorized slaughter house or abattoir where the animal is subjected",xsd:string,,0.95,Slaughter: Means killing of an animal for food employing a human method
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,poultry meat,fflo:PermissibleLimit,,fflo:appliesTo,"Salmonella enterica serovars Typhi, Typhimurium and Entritidis",fflo:Microorganism,,0.95,"For poultry meat the requirement shall be applicable for Salmonella enterica serovars Typhi, Typhimurium and Entritidis"
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,Canned/Retorted meat product,fflo:FoodCategory,,fflo:hasDefinition,Meat product packed in hermetically sealed containers which have been heat treated after sealing to such an extent that the product is shelf stable,xsd:string,,0.95,Canned/Retorted meat product: Meat product packed in hermetically sealed containers which have been heat treated after sealing to such an extent that the product is shelf stable
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,Chilled meat,fflo:FoodCategory,,fflo:hasDefinition,Fresh meat which has been washed with potable water and kept between 0-70C,xsd:string,,0.95,Chilled meat: Fresh meat which has been washed with potable water and kept between 0-70C
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,Cooked Meat/meat product,fflo:FoodCategory,,fflo:hasDefinition,"Meat/meat product that is subjected to heat treatment, wherein minimum thermal core temperature of 75 0C is",xsd:string,,0.95,"Cooked Meat/meat product: Meat/meat product that is subjected to heat treatment, wherein minimum thermal core temperature of 75 0C is"
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,Cured/pickled meat products,fflo:FoodCategory,,fflo:hasDefinition,"Product prepared after curing/pickling meat in solution containing salt, nitrate/nitrite and adjuncts for the purpose of preservation and obtaining desirable colour, flavour and shelf life",xsd:string,,0.95,"Cured/pickled meat products: Product prepared after curing/pickling meat in solution containing salt, nitrate/nitrite and adjuncts for the purpose of preservation and obtaining desirable colour, flavour and shelf life"
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,Dried/Dehydrated meat/meat products,fflo:FoodCategory,,fflo:hasDefinition,Meat/meat products in which part of free water has been removed by evaporation or sublimation,xsd:string,,0.95,Dried/Dehydrated meat/meat products: Meat/meat products in which part of free water has been removed by evaporation or sublimation
src_pdf_006_chunk_0052,src_pdf_006,markdown/appendix_b_1.md,pdf,52,FSS (Food Products Standards and Food Additives) Regulations 2011,fflo:RegulatoryDocument,,fflo:definedIn,"Definition of animal, carcass, meat food product and slaughter house",fflo:FoodCategory,,0.95,"Definition of animal, carcass, meat food product and slaughter house are the same as provided in FSS (Food Products Standards and Food Additives) Regulations 2011"
src_pdf_006_chunk_0058,src_pdf_006,markdown/appendix_b_1.md,pdf,58,n,fflo:SamplingPlan,,fflo:hasDefinition,Number of units comprising a sample,xsd:string,,0.95,n = Number of units comprising a sample
src_pdf_006_chunk_0058,src_pdf_006,markdown/appendix_b_1.md,pdf,58,c,fflo:SamplingPlan,,fflo:hasDefinition,Maximum allowable number of units having microbiological counts above m for 2- class sampling plan and between m and M for 3- class sampling,xsd:string,,0.95,c = Maximum allowable number of units having microbiological counts above m for 2- class sampling plan and between m and M for 3- class sampling
src_pdf_006_chunk_0058,src_pdf_006,markdown/appendix_b_1.md,pdf,58,m,ssn:Property,,fflo:hasDefinition,Microbiological limit that separates unsatisfactory from satisfactory in a 2- class sampling plan or acceptable from satisfactory in a 3-class sampling plan,xsd:string,,0.95,m = Microbiological limit that separates unsatisfactory from satisfactory in a 2- class sampling plan or acceptable from satisfactory in a 3-class sampling plan
src_pdf_006_chunk_0054,src_pdf_006,markdown/appendix_b_1.md,pdf,54,"Raw processed whole, cut pieces or comminuted meat Products",fkg:Food,,fkg:hasIngredient,other ingredients,fkg:Ingredient,,0.95,with or without addition of other ingredients and additives
src_pdf_006_chunk_0054,src_pdf_006,markdown/appendix_b_1.md,pdf,54,"Raw processed whole, cut pieces or comminuted meat Products",fkg:Food,,fkg:hasIngredient,additives,fflo:FoodAdditive,,0.95,with or without addition of other ingredients and additives
src_pdf_006_chunk_0054,src_pdf_006,markdown/appendix_b_1.md,pdf,54,"Raw processed whole, cut pieces or comminuted meat Products",fkg:Food,,fflo:specifiedIn,FSSAI standards,fflo:RegulatoryDocument,,0.95,as per specified in FSSAI standards
src_pdf_006_chunk_0054,src_pdf_006,markdown/appendix_b_1.md,pdf,54,Products under categories 1-5,fkg:Food,,fflo:hasObligation,Cooking,fflo:ObligationType,,0.95,to be cooked to make safe before consumption
src_pdf_006_chunk_0054,src_pdf_006,markdown/appendix_b_1.md,pdf,54,Microbiological Standards,fflo:FoodStandard,,fflo:specifiedIn,Process Hygiene Criteria,fflo:TableReference,,0.95,Microbiological Standards with respect to the product categories specified in Table-5A (Process Hygiene Criteria)
